"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",17,10,6,14,22,22,4,8,17,2,26,20,10,5,15,21
"2",26,22,20,17,6,27,16,4,21,9,15,16,7,20,20,26
"3",25,19,14,18,25,13,26,17,8,23,12,24,22,4,7,25
"4",6,27,1,5,27,26,14,26,11,15,14,8,8,6,10,8
"5",18,8,23,9,17,4,17,22,22,19,19,9,20,9,12,24
"6",2,9,21,20,2,16,2,23,9,26,17,18,2,11,17,13
"7",7,4,4,3,19,9,9,3,3,25,11,15,15,16,21,27
"8",5,6,15,16,9,2,25,5,10,10,25,1,17,7,24,11
"9",13,25,13,26,13,3,15,7,1,20,2,22,3,8,13,17
"10",8,24,5,23,3,10,7,14,20,13,24,6,23,15,8,22
"11",15,15,12,1,1,1,13,27,15,1,16,23,26,27,27,18
"12",24,13,2,25,14,19,10,21,26,11,9,27,18,10,23,12
"13",22,20,9,13,15,6,5,19,7,18,23,10,6,24,22,6
"14",21,3,16,19,11,25,8,25,14,22,1,4,14,21,3,19
"15",3,11,25,27,24,11,22,13,16,16,6,11,9,25,25,20
"16",4,18,22,7,16,21,11,9,6,12,21,21,19,23,4,16
"17",16,26,27,4,10,17,23,16,18,24,27,26,13,18,18,1
"18",23,23,24,6,21,12,1,1,13,7,4,3,27,12,16,14
"19",27,1,7,2,12,14,27,12,27,14,20,13,1,1,1,15
"20",12,16,11,21,20,18,18,2,25,27,18,2,11,26,9,9
"21",9,17,17,10,7,23,3,11,24,21,5,12,21,3,26,4
"22",10,14,10,8,8,20,24,20,5,5,8,5,4,17,14,23
"23",19,7,3,12,4,15,20,6,12,17,7,19,24,22,11,7
"24",20,12,26,22,5,8,12,10,4,4,13,7,12,2,5,2
"25",14,2,18,24,23,24,19,18,2,6,22,14,25,14,19,5
"26",11,5,19,11,26,5,6,15,23,8,10,25,5,19,6,10
"27",1,21,8,15,18,7,21,24,19,3,3,17,16,13,2,3
