"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",8,11,4,1,22,17,21,9,3,13,22,23,13
"2",18,19,3,13,8,10,14,16,20,7,20,3,15
"3",6,12,20,10,4,3,2,12,8,6,21,7,2
"4",13,13,12,19,10,20,13,5,4,1,5,1,6
"5",10,9,10,7,1,11,6,19,18,2,6,22,19
"6",19,7,9,9,20,4,18,3,7,4,12,11,17
"7",15,14,14,18,11,2,22,23,14,23,23,17,20
"8",22,21,11,15,2,12,19,10,10,18,14,21,3
"9",5,5,7,4,16,9,12,21,11,22,16,2,5
"10",16,17,22,8,23,18,17,20,15,12,2,9,4
"11",12,23,23,5,9,8,10,1,1,11,15,19,23
"12",21,4,21,21,18,22,9,14,12,5,18,20,12
"13",7,3,19,16,15,13,20,8,17,9,9,4,22
"14",2,18,6,14,17,7,3,6,13,8,3,18,10
"15",17,2,5,17,5,15,1,22,2,10,11,13,8
"16",20,15,2,6,14,21,4,11,9,21,8,8,21
"17",4,16,8,22,3,19,11,2,16,15,17,10,18
"18",1,6,18,11,7,16,15,15,6,19,4,16,16
"19",11,8,1,23,13,5,16,13,22,14,7,15,1
"20",14,10,17,12,19,14,5,4,21,20,19,14,7
"21",23,1,13,2,6,1,8,7,19,16,1,5,11
"22",3,22,15,3,12,23,23,17,23,3,13,12,9
"23",9,20,16,20,21,6,7,18,5,17,10,6,14
