"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",5,11,24,19,16,5,10,8,3,4,18
"2",4,18,18,2,7,9,18,18,27,11,25
"3",23,27,23,12,12,16,11,20,8,16,24
"4",3,16,6,28,17,18,12,3,16,17,7
"5",2,6,12,11,29,25,16,29,2,21,27
"6",16,20,3,23,5,22,14,12,12,5,28
"7",9,3,21,25,20,10,19,19,11,23,1
"8",29,8,5,5,4,8,9,16,9,22,15
"9",18,2,14,1,14,23,4,5,7,9,13
"10",26,29,13,13,2,6,17,4,22,3,2
"11",6,1,1,10,11,1,29,13,23,15,10
"12",22,7,25,18,6,21,21,6,28,19,8
"13",21,23,4,3,19,26,20,22,24,25,19
"14",25,10,9,20,15,13,26,9,20,28,26
"15",17,14,29,7,21,4,1,1,17,18,29
"16",24,22,2,24,25,11,2,25,1,10,5
"17",27,13,19,26,27,29,7,11,25,14,20
"18",20,5,15,27,9,3,23,26,15,7,21
"19",10,21,11,9,26,12,22,7,13,13,17
"20",13,12,8,15,8,28,25,21,5,12,3
"21",11,4,7,14,22,17,5,15,29,1,23
"22",7,15,16,17,3,20,3,24,19,24,16
"23",8,24,22,6,10,27,6,10,14,29,4
"24",15,9,26,4,28,14,13,23,21,6,6
"25",1,28,28,21,23,24,24,17,18,8,14
"26",28,17,20,8,18,19,27,27,10,2,11
"27",19,19,17,16,24,2,15,14,6,27,9
"28",12,25,27,29,1,15,28,2,4,26,22
"29",14,26,10,22,13,7,8,28,26,20,12
