"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",13,16,9,12,6,3,9,4,6
"2",9,6,4,8,9,18,19,7,5
"3",15,18,15,19,15,7,20,6,18
"4",3,5,12,6,12,10,8,5,15
"5",1,17,2,10,2,14,5,8,20
"6",14,4,7,11,17,16,13,16,17
"7",7,12,8,2,4,5,18,14,16
"8",19,8,1,3,20,1,14,1,10
"9",17,3,13,7,1,6,1,15,4
"10",11,2,17,15,3,12,16,2,11
"11",4,15,20,9,18,8,15,13,7
"12",10,19,6,4,13,11,3,18,9
"13",16,10,3,16,8,9,7,12,12
"14",5,1,5,18,14,4,11,10,2
"15",6,13,10,17,19,19,2,3,13
"16",18,20,18,5,7,20,12,11,14
"17",20,14,11,14,11,13,17,20,1
"18",12,11,16,1,16,15,6,9,3
"19",2,9,14,20,5,17,10,17,8
"20",8,7,19,13,10,2,4,19,19
