"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,7,13,20,4,5,6,16,22,23,5,18
"2",24,19,6,18,10,12,8,10,11,24,25,1
"3",5,8,18,2,12,14,1,1,5,5,7,2
"4",19,10,21,12,2,7,12,26,17,13,19,4
"5",20,9,1,1,26,13,24,19,26,26,16,26
"6",6,25,4,13,6,3,19,3,7,19,17,23
"7",23,21,10,3,1,22,14,18,3,15,9,17
"8",7,16,12,15,25,24,23,13,15,14,4,3
"9",25,6,9,19,22,23,17,2,21,4,20,12
"10",2,18,8,4,18,4,10,8,25,10,15,7
"11",14,5,22,16,7,20,21,9,1,22,13,8
"12",1,17,24,23,8,26,13,23,12,1,11,25
"13",11,14,3,8,5,19,5,15,13,3,18,10
"14",15,4,7,7,9,1,25,24,10,8,1,14
"15",13,23,11,17,20,15,2,25,18,9,14,22
"16",26,26,26,11,15,21,4,21,24,20,2,6
"17",10,20,20,26,3,17,26,6,23,11,24,16
"18",21,13,19,25,23,2,3,12,9,18,12,11
"19",9,2,5,24,13,11,16,20,19,16,10,9
"20",22,15,17,10,11,10,20,11,20,6,8,21
"21",16,3,15,5,14,25,7,7,16,17,22,24
"22",8,1,25,14,24,9,9,14,2,7,26,20
"23",3,12,16,9,19,16,18,22,8,21,23,15
"24",18,11,2,21,17,18,11,5,6,12,3,19
"25",17,24,14,22,16,6,22,17,4,2,21,5
"26",12,22,23,6,21,8,15,4,14,25,6,13
