"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",24,8,9,16,4,9,1,3,16,1,18,11,24,10,20,17
"2",17,25,10,6,25,19,4,18,3,23,15,12,17,24,22,14
"3",19,22,20,12,22,6,22,6,24,14,12,10,4,7,23,6
"4",5,24,12,23,7,15,25,17,22,6,16,13,11,6,7,23
"5",16,18,23,26,24,1,16,14,15,3,9,17,26,25,13,22
"6",12,1,3,18,3,23,15,15,13,26,10,14,1,1,26,1
"7",3,19,26,7,2,5,14,26,17,24,17,3,7,13,12,13
"8",4,6,24,11,1,14,24,12,5,9,3,18,19,18,21,9
"9",2,3,13,3,13,3,6,4,11,10,14,15,9,26,6,5
"10",22,2,25,14,18,16,8,25,7,13,13,7,21,5,9,25
"11",25,26,21,10,12,26,13,13,1,2,20,26,13,12,1,2
"12",1,9,1,25,26,21,11,1,26,15,11,24,16,11,10,12
"13",13,5,14,5,19,20,18,9,20,4,23,2,18,2,15,11
"14",26,16,2,1,20,13,26,10,10,20,26,16,8,14,16,26
"15",10,7,8,20,23,7,17,22,2,8,25,9,3,16,2,16
"16",20,13,11,2,6,24,23,21,18,16,8,8,25,17,4,7
"17",15,10,22,13,8,18,5,8,21,21,22,19,2,19,5,20
"18",9,15,19,4,16,22,2,23,12,7,6,23,5,8,19,18
"19",23,4,15,17,15,10,21,20,23,25,4,25,10,23,11,15
"20",8,23,5,15,17,12,12,24,19,12,21,20,23,21,18,4
"21",11,20,7,8,10,8,19,5,4,19,7,22,22,3,8,19
"22",18,12,17,24,5,4,9,19,6,17,24,21,12,4,17,8
"23",14,11,4,9,11,2,7,16,25,11,1,1,14,15,25,24
"24",6,14,18,19,14,25,20,2,9,18,19,6,15,22,24,21
"25",21,21,6,21,9,17,10,7,8,5,5,5,6,20,14,10
"26",7,17,16,22,21,11,3,11,14,22,2,4,20,9,3,3
