"","V1","V2","V3"
"1",2,12,7
"2",5,9,4
"3",3,2,2
"4",13,7,1
"5",4,15,14
"6",11,4,6
"7",1,5,12
"8",14,16,5
"9",15,3,15
"10",10,8,13
"11",16,10,9
"12",7,11,16
"13",6,6,8
"14",9,14,3
"15",8,1,10
"16",12,13,11
