"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",13,2,13,17,17,22,18,22,15,8
"2",22,18,17,16,13,13,10,18,20,21
"3",15,20,15,19,19,1,1,12,3,15
"4",18,7,23,22,21,18,13,4,9,20
"5",12,11,20,5,18,6,7,6,21,7
"6",20,9,2,10,11,20,23,11,22,14
"7",17,16,21,6,3,10,20,21,2,13
"8",19,14,11,13,14,3,19,3,11,3
"9",8,22,22,11,10,19,5,17,10,4
"10",3,12,10,7,20,17,2,20,16,18
"11",21,1,16,3,6,15,3,7,12,11
"12",10,17,4,4,16,16,14,14,7,9
"13",7,23,8,21,22,12,21,8,19,10
"14",6,6,14,1,12,7,22,16,8,23
"15",23,5,7,9,23,5,11,19,5,5
"16",1,19,12,2,1,23,12,1,23,1
"17",14,21,6,8,9,8,16,5,14,19
"18",4,15,1,23,7,4,9,23,13,12
"19",11,13,9,15,4,21,8,9,6,22
"20",5,3,3,14,15,11,6,2,1,16
"21",2,10,18,18,8,14,17,10,4,6
"22",9,4,19,12,2,2,15,13,18,17
"23",16,8,5,20,5,9,4,15,17,2
