"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,17,10,11,28,1,14,28,9,1,17,14,28,1,7,14,14,28,13
"2",3,9,26,25,17,8,22,10,25,12,19,18,21,11,1,5,16,17,27
"3",12,1,20,17,26,3,13,3,17,13,11,22,1,28,22,27,18,16,3
"4",24,22,6,8,22,4,21,13,5,18,21,21,18,20,20,8,11,8,6
"5",4,10,2,1,27,21,18,2,13,15,8,4,8,17,13,11,7,7,25
"6",18,19,13,7,18,11,1,27,27,16,5,17,4,27,8,9,27,14,22
"7",8,16,12,26,16,9,12,8,4,22,3,19,11,4,26,21,3,2,17
"8",6,3,18,9,8,13,4,12,6,6,26,25,7,16,6,12,4,18,9
"9",16,5,7,27,2,10,19,16,7,14,6,1,20,19,9,25,26,24,11
"10",22,6,11,3,15,23,11,9,28,8,16,9,12,24,27,1,12,26,10
"11",13,25,17,20,24,25,23,17,2,25,10,10,3,12,4,3,10,21,15
"12",23,21,25,14,25,17,7,11,8,5,4,5,19,10,23,16,20,19,23
"13",5,12,27,4,14,28,3,19,3,17,14,11,17,5,12,26,22,10,4
"14",17,23,28,2,7,7,20,18,19,10,15,28,5,7,19,20,8,27,20
"15",28,14,8,15,4,15,28,23,1,9,28,13,2,14,28,28,17,9,28
"16",2,24,19,24,1,16,6,20,24,20,20,2,10,26,21,15,15,6,12
"17",25,18,22,23,9,19,16,1,12,19,27,15,9,6,14,7,28,25,2
"18",20,7,4,22,23,26,10,15,21,3,22,20,6,9,10,18,23,5,16
"19",11,28,1,28,12,14,8,21,18,2,1,16,27,15,17,2,9,12,1
"20",10,26,3,10,10,5,9,6,15,24,23,12,14,22,3,22,21,22,24
"21",15,27,14,13,21,18,27,4,26,11,24,3,23,3,11,23,2,13,8
"22",7,20,15,16,6,27,26,7,10,7,13,27,22,25,16,4,24,3,19
"23",9,8,5,12,11,20,25,26,23,23,7,26,15,8,24,13,19,20,7
"24",27,4,9,18,5,2,2,14,20,27,12,6,16,2,15,6,5,15,21
"25",19,11,16,21,19,22,5,24,11,21,18,24,24,21,18,24,6,23,26
"26",14,2,21,5,20,12,17,22,16,28,25,8,25,13,25,10,25,1,18
"27",21,13,23,19,13,6,24,25,14,4,9,7,13,23,2,17,1,4,5
"28",26,15,24,6,3,24,15,5,22,26,2,23,26,18,5,19,13,11,14
