"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",23,25,16,19,2,8,25,2,21,1,4,10,16,3,5,27,15,14,5,11,9,19,13
"2",8,16,24,27,22,14,24,14,26,20,27,8,3,13,3,26,1,20,17,28,16,15,3
"3",22,21,19,22,19,22,3,6,9,24,17,5,15,18,10,18,6,4,22,22,4,22,22
"4",18,27,12,6,11,18,2,5,18,5,23,21,2,15,15,11,4,27,15,4,10,2,6
"5",4,20,17,21,15,27,10,24,17,2,18,9,26,23,4,9,26,24,11,9,18,12,25
"6",17,5,4,18,10,26,28,17,14,6,5,11,27,17,27,2,10,3,19,23,14,17,4
"7",2,12,27,3,3,12,13,8,23,25,12,7,14,24,25,10,18,5,18,7,7,11,7
"8",24,23,1,25,28,1,18,13,2,22,13,14,13,27,14,1,14,28,13,16,19,1,9
"9",26,4,18,2,8,21,20,12,28,10,14,16,17,22,18,25,2,16,9,21,27,8,26
"10",9,9,5,7,27,20,21,7,6,4,16,17,7,2,2,7,24,15,21,19,5,13,18
"11",3,18,2,26,14,25,1,11,27,9,2,18,9,10,19,17,17,12,27,8,21,27,16
"12",12,6,15,16,13,4,15,1,1,28,8,1,1,16,16,8,16,19,25,1,28,18,27
"13",25,15,11,17,6,7,9,16,24,12,22,27,10,6,8,5,20,2,23,27,17,6,24
"14",27,1,20,28,21,10,4,19,3,11,21,15,25,5,26,13,19,17,14,2,2,16,11
"15",14,28,14,4,9,13,8,26,10,18,28,12,12,28,28,28,23,18,26,18,13,28,20
"16",10,19,21,14,5,9,6,20,4,8,11,22,5,25,1,15,9,9,7,20,24,21,5
"17",7,10,10,23,7,17,23,23,8,16,6,25,18,21,9,22,12,22,24,6,3,5,10
"18",20,17,23,8,25,19,12,28,19,15,1,2,28,1,12,12,11,13,28,17,25,7,8
"19",15,13,28,20,4,23,11,4,7,19,26,24,20,7,24,3,5,21,4,13,22,14,17
"20",21,8,26,10,18,3,17,10,12,3,24,23,21,20,11,23,22,11,20,10,20,26,2
"21",28,11,9,12,1,28,14,18,15,17,15,6,4,9,17,19,28,26,1,15,1,25,1
"22",13,7,7,24,24,6,16,25,22,7,25,4,8,19,23,16,7,10,6,14,8,4,21
"23",5,22,8,11,12,11,26,3,5,14,19,3,23,12,21,20,25,7,12,25,23,3,12
"24",16,3,6,13,23,15,7,9,25,26,3,28,22,26,13,14,27,23,8,26,11,20,15
"25",6,24,25,9,17,5,19,21,20,13,7,19,19,8,20,6,8,25,16,24,6,24,23
"26",1,2,13,1,20,16,27,27,16,23,20,20,11,14,7,4,13,1,3,12,26,23,14
"27",11,14,3,5,16,2,5,15,11,21,9,13,24,4,6,21,3,8,2,5,12,9,28
"28",19,26,22,15,26,24,22,22,13,27,10,26,6,11,22,24,21,6,10,3,15,10,19
