"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,15,5,14,20,8,1,12,16,5,14
"2",15,13,11,8,17,3,5,7,1,8,3
"3",4,7,19,12,8,20,6,5,12,3,8
"4",2,10,13,16,1,17,16,8,2,13,19
"5",11,1,16,15,18,1,12,21,8,1,21
"6",7,21,9,3,19,19,21,9,7,21,9
"7",9,2,7,17,4,10,4,11,9,16,4
"8",18,12,8,19,14,21,7,16,13,17,17
"9",6,5,10,7,6,4,19,15,14,9,16
"10",8,11,1,4,2,18,8,20,19,7,1
"11",13,3,4,10,16,16,13,6,18,14,13
"12",20,17,18,11,3,2,11,10,17,18,10
"13",21,4,14,2,13,13,9,13,4,6,11
"14",10,9,15,1,11,7,3,3,21,19,18
"15",14,20,20,9,7,15,2,18,6,12,15
"16",12,18,12,18,10,14,17,14,20,4,6
"17",17,16,6,5,5,11,15,4,10,2,20
"18",3,14,17,6,15,9,14,17,11,15,5
"19",19,6,21,21,21,12,20,1,15,11,2
"20",16,8,3,13,9,6,18,19,3,20,7
"21",5,19,2,20,12,5,10,2,5,10,12
