"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",27,24,27,15,12,1,18,12,24,20,24
"2",2,19,23,26,1,13,9,6,19,14,3
"3",12,23,22,12,18,25,3,25,16,18,12
"4",9,25,5,6,16,11,13,3,4,25,7
"5",14,20,9,9,22,21,19,20,23,4,4
"6",16,16,2,4,3,10,25,26,20,13,23
"7",25,1,21,7,2,23,20,15,5,11,10
"8",10,26,19,17,5,15,23,8,14,1,16
"9",8,10,15,14,7,24,12,1,25,9,27
"10",7,7,16,2,14,2,22,18,13,16,2
"11",13,4,10,10,4,4,6,5,9,19,20
"12",6,27,6,22,24,6,5,16,26,12,17
"13",4,3,11,21,10,17,27,23,22,24,9
"14",23,12,7,25,15,22,21,4,17,17,18
"15",3,9,3,11,19,8,16,11,15,7,13
"16",17,6,24,3,25,18,14,7,27,23,15
"17",26,8,8,16,27,14,8,27,7,15,5
"18",5,14,26,5,11,19,7,22,8,5,19
"19",11,11,20,24,21,9,17,21,6,22,26
"20",19,15,25,20,23,5,26,2,10,8,8
"21",24,21,12,1,20,16,1,9,12,10,25
"22",20,2,17,18,17,12,10,19,18,3,22
"23",15,5,1,23,13,27,2,10,1,2,1
"24",18,18,4,19,6,20,11,17,11,21,11
"25",1,17,14,13,26,26,24,14,3,26,21
"26",22,13,18,8,9,7,4,13,21,27,6
"27",21,22,13,27,8,3,15,24,2,6,14
