"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",10,4,6,4,3,11,4,10,2,8,13
"2",7,14,5,14,13,9,15,6,1,6,6
"3",3,8,13,1,12,2,3,7,3,12,1
"4",15,2,3,13,16,1,10,8,8,10,15
"5",13,12,9,5,2,3,14,11,9,5,2
"6",5,9,16,6,14,10,13,16,13,9,14
"7",11,1,14,10,8,7,16,13,4,15,8
"8",14,11,12,8,11,14,8,4,5,3,12
"9",16,7,15,15,4,8,6,1,16,7,5
"10",2,16,11,16,1,12,9,9,10,16,11
"11",4,10,1,12,6,4,5,15,6,4,10
"12",12,13,4,2,10,16,7,14,15,13,7
"13",1,3,7,3,9,6,11,5,14,2,9
"14",9,15,8,9,7,5,1,2,12,11,16
"15",6,6,2,7,5,13,12,3,7,14,3
"16",8,5,10,11,15,15,2,12,11,1,4
