"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",14,9,20,13,10,4,1,1,1,8
"2",2,13,2,16,9,10,10,11,5,12
"3",5,1,12,11,13,18,6,6,3,19
"4",12,5,11,18,5,7,5,9,16,16
"5",7,16,17,19,3,19,3,13,8,4
"6",4,6,13,10,7,5,17,17,11,6
"7",6,3,5,20,20,1,12,15,20,10
"8",17,7,10,17,18,15,14,3,7,5
"9",10,8,3,7,17,12,2,18,9,15
"10",16,18,14,12,14,11,7,16,19,2
"11",9,20,9,1,6,14,11,20,2,9
"12",19,4,18,4,11,16,9,12,13,11
"13",8,19,19,14,19,9,18,7,12,14
"14",18,17,6,9,4,2,8,4,10,13
"15",13,14,15,3,15,3,15,14,6,18
"16",1,12,8,2,16,6,4,5,14,3
"17",15,2,1,5,1,8,19,10,4,1
"18",3,10,16,6,2,13,13,2,18,17
"19",20,11,7,15,8,20,20,19,15,20
"20",11,15,4,8,12,17,16,8,17,7
