"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",6,25,19,15,11,21,25,4,4,13
"2",12,6,5,4,18,20,14,8,19,15
"3",14,3,22,26,25,1,11,3,7,7
"4",24,13,24,3,10,4,18,18,5,18
"5",10,17,6,21,3,6,2,12,6,14
"6",19,23,25,18,1,15,9,7,21,19
"7",1,19,2,25,8,22,10,22,17,17
"8",16,2,16,7,6,23,6,10,1,26
"9",15,21,9,2,4,26,24,20,25,8
"10",23,11,18,12,24,19,1,26,23,16
"11",17,18,21,8,21,10,22,11,16,12
"12",7,14,3,10,26,18,20,16,2,3
"13",20,8,10,19,19,11,8,21,3,11
"14",21,12,13,24,7,17,21,9,12,6
"15",9,10,23,17,12,24,4,17,15,5
"16",25,1,7,14,9,9,13,14,22,4
"17",22,22,1,5,16,13,3,1,9,1
"18",8,9,11,11,5,7,19,2,18,22
"19",26,16,8,20,22,25,16,5,11,24
"20",5,26,12,1,23,8,5,15,13,20
"21",18,4,4,16,13,2,26,25,14,21
"22",11,24,17,22,20,5,17,23,20,2
"23",2,15,14,9,14,3,7,6,24,9
"24",3,5,20,6,2,14,15,24,10,10
"25",13,20,15,13,15,16,12,19,8,23
"26",4,7,26,23,17,12,23,13,26,25
