"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",13,17,15,7,3,20,17,12,18,21,13,15
"2",1,15,3,16,13,2,14,17,2,19,15,14
"3",16,19,9,17,18,15,2,20,13,17,6,11
"4",11,3,22,9,12,11,7,10,5,18,3,17
"5",20,14,6,4,19,8,9,11,17,11,22,18
"6",2,1,11,3,16,16,20,3,12,16,17,22
"7",22,11,20,15,15,19,13,2,21,3,5,13
"8",3,16,13,5,7,5,3,8,8,6,7,12
"9",4,13,19,19,6,13,5,13,22,15,20,4
"10",5,4,5,14,4,9,22,22,19,9,8,16
"11",14,5,7,18,10,18,16,9,7,7,21,10
"12",10,21,21,1,11,7,15,21,14,4,18,9
"13",21,7,12,2,5,17,11,18,3,14,9,6
"14",15,2,10,8,14,1,6,15,20,5,12,2
"15",6,20,4,11,9,22,10,5,15,13,1,1
"16",18,18,18,13,17,10,21,7,4,10,14,3
"17",8,6,14,20,20,6,12,6,16,20,10,7
"18",12,22,8,22,1,12,8,4,1,2,11,20
"19",17,10,17,21,8,3,18,16,11,12,2,21
"20",7,9,16,12,21,21,4,19,6,8,16,19
"21",9,12,2,6,22,14,19,14,9,1,4,5
"22",19,8,1,10,2,4,1,1,10,22,19,8
