"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",9,11,23,21,4,1,23,23,2,8,1,13,5,14,2,13,14,8
"2",1,2,1,17,25,14,14,19,25,13,6,5,13,17,12,25,5,3
"3",21,17,3,6,3,9,24,2,17,12,9,24,12,21,8,15,8,16
"4",8,6,8,23,11,22,20,5,20,18,12,10,6,6,20,11,6,18
"5",17,10,11,15,12,4,22,9,22,19,4,15,23,23,14,3,21,1
"6",13,13,15,12,2,16,11,25,1,24,10,1,19,25,19,9,1,22
"7",4,9,19,8,7,5,13,6,21,5,23,3,17,10,11,18,17,21
"8",7,4,20,9,19,6,2,17,14,14,15,16,4,24,6,5,4,19
"9",19,5,7,20,8,17,4,10,4,6,19,7,14,19,7,8,23,14
"10",22,16,21,18,20,18,9,12,24,3,3,22,9,9,16,7,11,20
"11",18,8,17,7,17,23,6,4,7,22,5,12,16,11,4,22,7,7
"12",25,25,18,10,13,25,21,15,10,7,11,4,7,22,24,24,20,15
"13",3,22,5,5,5,10,7,14,8,21,2,9,8,2,15,2,16,13
"14",6,21,14,22,9,11,5,11,15,4,8,17,22,16,23,20,3,9
"15",23,19,10,25,15,13,10,20,19,23,24,11,2,20,3,19,15,25
"16",14,1,13,1,1,19,12,7,13,11,25,25,1,13,25,1,13,2
"17",2,20,9,14,16,24,18,24,6,10,22,18,21,12,10,4,9,17
"18",16,18,12,11,21,8,19,8,3,1,18,8,3,3,13,16,2,4
"19",12,24,16,13,6,21,1,22,23,17,16,21,11,5,9,17,22,5
"20",5,15,25,2,23,20,25,13,16,25,21,14,15,18,17,12,25,10
"21",10,14,4,16,22,3,8,3,5,16,17,19,10,15,22,23,19,23
"22",11,7,2,4,14,15,16,16,11,2,7,20,25,4,1,14,24,24
"23",15,23,22,24,24,12,15,1,12,15,13,2,24,8,5,6,18,11
"24",20,3,24,19,10,7,17,18,9,20,20,23,18,1,18,21,10,12
"25",24,12,6,3,18,2,3,21,18,9,14,6,20,7,21,10,12,6
