"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",12,16,7,5,6,16,4,11,16,13,15,7,7,6,4
"2",2,18,4,7,10,12,15,6,4,4,17,9,13,17,12
"3",16,11,19,9,1,15,19,10,1,7,1,10,1,10,1
"4",13,14,18,19,14,11,3,4,5,11,10,1,8,19,19
"5",5,7,1,16,8,13,8,2,15,6,5,11,5,7,16
"6",4,9,17,15,16,10,16,9,18,18,14,6,16,8,7
"7",1,17,16,14,3,6,6,13,10,2,12,18,6,12,8
"8",8,15,9,17,5,4,18,15,7,10,4,5,15,4,14
"9",6,10,2,3,19,1,5,7,6,12,6,16,14,11,3
"10",15,19,15,6,11,7,7,3,12,17,2,13,18,3,11
"11",14,13,3,12,15,2,13,16,13,15,16,12,2,13,15
"12",3,6,13,4,12,17,12,14,8,14,3,2,4,15,10
"13",11,12,10,1,18,14,14,19,19,1,8,19,9,1,13
"14",10,1,8,13,2,19,17,1,11,16,9,14,11,18,6
"15",7,5,12,8,7,9,1,17,2,19,19,15,10,9,18
"16",18,4,5,18,13,18,10,12,3,9,13,17,19,5,9
"17",19,3,14,2,4,3,11,8,17,8,11,8,12,14,17
"18",9,2,11,10,17,5,9,5,9,5,18,4,3,2,2
"19",17,8,6,11,9,8,2,18,14,3,7,3,17,16,5
