"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",5,2,6,12,15,9,6,14
"2",4,10,14,3,10,4,1,2
"3",13,16,4,21,11,19,2,15
"4",16,20,16,15,4,1,5,13
"5",11,17,9,2,19,6,9,19
"6",12,4,17,8,16,2,16,7
"7",6,19,18,6,14,14,21,16
"8",1,5,19,20,1,7,11,21
"9",21,21,7,10,17,21,12,1
"10",3,18,11,16,9,11,13,8
"11",7,11,12,9,2,20,7,9
"12",20,6,10,7,6,12,3,17
"13",14,9,15,13,12,17,14,20
"14",9,14,20,14,20,13,4,4
"15",10,3,8,18,5,16,20,3
"16",19,12,13,19,18,8,19,11
"17",17,1,21,1,8,15,10,10
"18",15,15,5,5,3,10,15,5
"19",2,7,3,4,21,18,17,12
"20",18,8,2,17,13,5,8,6
"21",8,13,1,11,7,3,18,18
