"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",4,19,17,19,8,14,9,19,4,10,17,10,12,16,16,16
"2",17,7,7,4,16,17,7,10,3,17,18,9,5,3,14,11
"3",3,4,13,18,13,13,6,7,8,18,3,20,18,7,11,2
"4",16,10,19,14,9,8,16,17,19,20,19,13,14,6,7,7
"5",19,18,5,20,12,4,12,2,11,6,16,18,2,10,13,6
"6",10,6,10,2,7,2,14,20,15,12,2,19,9,1,20,15
"7",8,11,2,15,17,16,3,16,16,5,7,14,7,8,12,18
"8",9,20,9,8,20,19,11,18,12,11,13,2,19,5,4,5
"9",2,8,16,1,19,11,20,14,7,7,11,16,3,20,6,9
"10",13,16,20,7,15,7,1,13,9,1,1,8,20,12,19,10
"11",1,2,3,9,1,1,15,11,1,2,14,11,17,9,10,14
"12",11,13,14,12,6,12,19,1,2,3,8,4,8,4,15,3
"13",18,5,1,13,11,3,2,15,5,13,10,3,10,17,1,1
"14",5,17,4,3,4,9,10,12,18,19,5,7,6,15,9,4
"15",15,3,18,17,5,18,13,9,13,8,4,6,4,11,3,13
"16",7,14,15,11,3,6,4,6,10,15,15,12,1,2,2,19
"17",14,15,6,5,10,15,17,3,6,14,6,15,16,13,5,17
"18",6,9,8,16,18,5,18,5,14,16,12,5,13,14,17,12
"19",20,12,11,10,2,20,5,8,20,9,9,17,15,18,18,8
"20",12,1,12,6,14,10,8,4,17,4,20,1,11,19,8,20
