"","V1","V2","V3","V4","V5"
"1",16,19,5,4,13
"2",10,14,2,20,5
"3",26,22,1,16,20
"4",7,20,21,18,25
"5",2,26,7,13,9
"6",19,5,22,22,8
"7",11,8,20,5,19
"8",12,23,23,9,4
"9",24,18,19,11,7
"10",15,1,25,14,21
"11",21,10,4,6,3
"12",20,25,17,2,23
"13",3,17,9,7,22
"14",1,11,18,25,14
"15",6,4,3,10,16
"16",17,21,10,26,1
"17",18,12,11,12,18
"18",23,3,8,19,12
"19",5,13,26,3,11
"20",8,2,12,1,6
"21",9,24,13,21,15
"22",25,6,14,8,26
"23",14,15,15,15,10
"24",13,9,6,23,24
"25",4,7,16,17,2
"26",22,16,24,24,17
