"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",16,14,21,2,18,10,19,15,20,7,1,20,16,23,6,16,7,13
"2",10,8,5,22,8,4,16,20,16,2,10,6,8,3,2,11,8,9
"3",20,12,8,20,20,21,14,22,10,11,7,4,17,16,22,17,18,17
"4",7,21,17,15,9,14,21,11,3,6,4,2,13,13,23,5,9,2
"5",12,22,9,1,1,5,13,1,21,12,3,9,1,11,12,3,20,19
"6",14,11,22,23,12,11,1,21,12,17,23,23,9,14,13,1,22,1
"7",4,16,10,4,17,6,9,18,4,15,15,7,6,19,14,18,4,4
"8",18,5,2,18,11,16,11,10,7,23,2,13,2,21,15,8,5,14
"9",21,19,13,16,14,2,5,13,23,1,22,14,7,9,21,21,12,15
"10",19,10,1,3,3,12,4,9,2,4,19,5,21,12,9,13,17,8
"11",13,15,6,17,4,8,23,5,9,14,12,22,23,8,19,23,2,11
"12",9,17,7,11,21,20,2,2,11,5,17,19,4,18,3,6,10,12
"13",2,13,14,19,16,13,8,4,19,19,20,3,19,2,10,7,6,18
"14",5,4,12,21,5,17,10,8,22,10,13,16,14,22,4,22,19,3
"15",1,3,19,10,2,7,3,19,14,8,8,12,22,20,20,9,11,20
"16",11,7,18,7,6,22,22,14,17,21,16,1,3,15,11,20,13,16
"17",8,20,4,8,10,18,6,17,18,18,5,18,18,5,16,15,15,7
"18",17,2,11,6,23,19,17,12,15,9,21,10,12,4,18,2,1,6
"19",3,9,16,5,15,15,15,7,8,3,9,21,5,6,17,14,21,22
"20",6,6,3,14,19,3,20,16,6,16,18,15,15,10,7,4,16,21
"21",15,1,20,13,22,9,7,3,5,20,6,8,10,7,1,19,14,10
"22",23,23,23,12,7,23,12,23,1,13,14,17,11,1,8,12,3,23
"23",22,18,15,9,13,1,18,6,13,22,11,11,20,17,5,10,23,5
