"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",10,2,15,1,1,18,10,14
"2",11,5,6,8,16,15,5,8
"3",12,14,7,3,7,11,18,17
"4",17,10,3,10,3,5,2,15
"5",8,17,13,9,4,2,15,7
"6",13,15,5,15,18,4,11,3
"7",4,9,17,11,17,12,13,16
"8",1,4,4,4,9,3,12,10
"9",6,6,2,17,2,13,17,5
"10",15,3,12,13,14,7,16,12
"11",16,18,18,18,10,14,4,9
"12",14,7,16,7,6,8,8,4
"13",5,1,8,12,8,10,3,1
"14",9,8,11,16,11,1,6,18
"15",18,11,10,5,12,17,14,2
"16",3,12,14,2,15,6,1,6
"17",7,16,1,6,13,9,7,13
"18",2,13,9,14,5,16,9,11
