"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",16,6,11,22,2,21,29,28,2,18,25,12
"2",2,20,5,28,15,8,8,26,16,27,23,16
"3",28,17,7,15,17,27,1,11,29,16,27,22
"4",19,28,8,8,10,10,9,10,1,22,9,1
"5",17,25,21,7,13,5,22,27,23,13,26,28
"6",6,21,9,14,4,18,15,21,7,5,15,26
"7",13,16,3,27,12,28,21,3,9,12,12,7
"8",27,29,15,24,30,30,10,23,13,6,29,10
"9",5,23,20,21,1,2,2,5,22,24,16,5
"10",8,12,14,4,7,29,20,24,25,26,8,20
"11",18,8,4,10,29,24,13,4,19,25,20,29
"12",23,2,1,5,6,1,4,18,10,8,19,18
"13",29,10,17,12,5,9,25,6,17,10,10,14
"14",10,13,23,11,11,20,5,14,18,3,24,9
"15",9,27,2,19,27,14,24,17,24,17,14,15
"16",14,5,26,13,23,4,11,22,30,29,11,11
"17",22,14,10,23,21,3,27,15,14,23,3,25
"18",24,4,6,17,16,12,18,29,21,2,5,6
"19",25,24,18,6,19,23,23,16,5,28,17,8
"20",26,11,29,26,9,16,16,19,27,21,21,3
"21",4,3,22,18,14,26,14,8,6,20,1,17
"22",3,19,30,9,26,25,30,25,15,9,4,2
"23",20,18,27,20,25,6,19,7,3,4,22,19
"24",21,26,25,29,3,22,12,13,20,14,6,21
"25",11,9,19,25,18,11,3,20,4,11,7,30
"26",12,30,28,16,8,13,28,1,11,30,30,23
"27",1,1,16,30,22,19,26,9,28,1,18,27
"28",15,22,12,3,20,17,7,2,26,7,2,13
"29",30,15,24,1,28,15,6,30,8,19,13,24
"30",7,7,13,2,24,7,17,12,12,15,28,4
