"","V1","V2","V3","V4","V5","V6"
"1",13,2,4,18,14,7
"2",10,5,19,21,2,11
"3",15,15,12,8,12,10
"4",14,21,7,7,1,19
"5",9,9,3,4,21,22
"6",21,22,18,15,20,14
"7",17,7,16,10,23,6
"8",20,11,22,5,7,8
"9",6,1,23,9,19,18
"10",22,14,2,16,3,2
"11",19,3,13,12,5,21
"12",2,4,6,6,9,3
"13",1,17,8,19,22,9
"14",3,8,15,17,13,20
"15",8,13,20,13,16,4
"16",12,19,14,3,18,1
"17",18,12,5,22,17,17
"18",23,6,10,1,15,13
"19",16,18,21,20,10,23
"20",7,23,11,23,6,5
"21",11,10,9,14,8,15
"22",5,20,1,11,11,12
"23",4,16,17,2,4,16
