"","V1","V2","V3","V4","V5","V6","V7"
"1",24,10,5,16,10,13,22
"2",19,20,4,10,21,22,1
"3",5,16,3,21,8,5,5
"4",28,9,14,14,14,26,4
"5",12,3,18,6,9,16,6
"6",23,18,19,23,19,18,12
"7",3,6,27,18,3,21,17
"8",7,27,11,15,25,19,8
"9",1,2,7,12,22,9,11
"10",25,14,28,2,24,7,7
"11",22,25,16,20,2,10,3
"12",2,24,13,25,13,15,25
"13",13,23,26,17,16,1,10
"14",17,11,23,11,28,14,15
"15",20,7,12,9,4,2,13
"16",10,19,20,13,5,8,27
"17",18,1,22,24,12,6,20
"18",8,8,24,28,18,12,2
"19",26,28,25,8,7,24,24
"20",6,12,15,7,20,4,23
"21",14,15,17,19,23,23,21
"22",27,22,9,27,27,3,18
"23",15,26,2,5,15,11,16
"24",4,21,21,4,11,27,14
"25",9,17,6,1,1,17,19
"26",11,4,1,22,26,28,26
"27",21,5,10,3,17,20,28
"28",16,13,8,26,6,25,9
