"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",25,6,5,15,23,2,16,20
"2",21,9,4,22,9,18,2,6
"3",17,11,11,5,21,12,18,7
"4",6,1,13,11,26,16,1,25
"5",4,21,7,26,24,23,23,8
"6",5,8,16,17,11,8,20,11
"7",26,14,19,14,15,14,26,3
"8",9,12,10,13,6,22,8,18
"9",18,26,1,12,12,24,13,10
"10",22,16,14,21,1,26,19,16
"11",3,7,21,7,20,25,7,1
"12",24,23,15,3,17,20,5,19
"13",1,15,6,6,13,5,3,13
"14",2,25,20,23,5,13,15,21
"15",16,4,24,19,14,21,22,22
"16",15,22,12,18,3,3,4,2
"17",11,2,9,24,16,6,14,4
"18",23,3,22,9,4,10,10,9
"19",13,19,17,16,22,17,11,12
"20",7,18,26,4,7,19,17,5
"21",12,5,3,2,2,15,25,14
"22",19,13,25,25,25,7,6,15
"23",10,24,23,10,19,4,24,17
"24",8,17,2,20,18,11,9,23
"25",20,20,8,8,8,9,21,26
"26",14,10,18,1,10,1,12,24
