"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",24,5,16,19,5,18,20,22,16,2,23,25,3,4,5,16
"2",6,12,22,14,12,1,27,27,25,20,11,18,6,2,18,9
"3",3,19,12,20,28,8,17,23,8,5,6,6,8,14,25,14
"4",23,10,13,4,23,4,2,8,15,23,20,5,5,27,17,18
"5",7,2,3,24,26,17,3,11,28,15,15,11,9,7,1,6
"6",4,11,27,6,22,16,14,14,21,27,7,24,28,19,4,15
"7",29,3,15,8,15,9,5,24,29,17,1,28,18,15,28,29
"8",22,14,21,1,21,14,13,18,3,8,27,19,13,6,23,7
"9",11,27,17,2,6,3,22,7,19,9,2,13,14,11,2,20
"10",12,6,6,16,25,6,21,4,5,21,29,26,21,13,12,11
"11",15,18,11,11,9,10,8,2,24,6,17,23,10,22,10,3
"12",1,23,14,21,18,25,24,9,20,14,24,22,24,28,27,8
"13",19,24,2,5,3,19,28,15,1,16,10,29,7,23,21,13
"14",18,28,26,15,29,15,1,5,14,3,9,21,25,1,20,27
"15",17,21,24,12,27,20,19,25,27,18,26,4,15,25,7,22
"16",8,29,5,17,10,13,12,19,18,24,28,12,2,21,24,26
"17",13,1,1,3,13,28,16,29,17,4,21,3,27,16,19,4
"18",20,16,4,23,16,2,11,26,6,11,12,20,26,29,3,21
"19",2,17,8,7,1,29,9,13,9,19,22,17,17,3,11,24
"20",9,7,19,13,7,21,4,20,10,10,4,10,22,26,13,10
"21",16,4,25,25,2,5,18,12,12,29,14,16,16,24,26,1
"22",14,9,28,10,17,23,23,1,7,12,16,8,1,9,29,23
"23",25,26,10,9,19,11,26,21,13,25,13,9,23,8,9,2
"24",26,8,7,26,24,26,25,17,22,7,8,15,12,20,14,25
"25",10,25,18,27,20,24,6,28,11,28,18,27,11,12,16,19
"26",27,22,23,18,14,27,10,6,4,22,3,14,4,17,6,5
"27",5,13,20,29,11,12,29,10,2,1,19,1,19,18,8,28
"28",21,15,9,22,8,22,15,3,26,26,5,2,20,5,22,17
"29",28,20,29,28,4,7,7,16,23,13,25,7,29,10,15,12
