"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",18,4,16,7,4,7,3,11,14,11,16,12,7,19
"2",4,14,17,19,17,15,18,6,5,12,11,9,8,18
"3",10,19,1,1,2,19,13,9,17,10,10,17,5,9
"4",9,1,11,11,3,20,6,1,4,13,12,2,20,1
"5",17,6,4,4,15,18,11,14,9,14,5,7,16,17
"6",15,3,13,18,14,13,10,5,16,6,2,16,12,2
"7",6,5,20,16,6,3,12,19,8,16,9,15,13,10
"8",19,13,6,12,5,4,14,8,6,4,6,6,9,4
"9",14,12,5,14,7,12,16,4,20,18,18,13,19,14
"10",11,2,2,20,11,9,20,15,7,7,20,1,3,11
"11",7,9,7,2,18,1,7,2,10,3,19,18,10,16
"12",8,11,12,15,9,17,4,17,18,2,7,5,6,15
"13",5,18,3,13,16,8,5,13,15,17,15,8,11,3
"14",20,10,15,10,19,16,15,18,11,20,14,20,2,5
"15",1,20,9,9,1,10,19,20,12,1,1,11,15,20
"16",16,17,10,17,20,6,1,12,1,9,8,19,18,12
"17",2,8,14,6,13,2,17,10,19,8,13,4,17,8
"18",3,7,8,5,10,11,2,7,3,19,4,14,4,7
"19",13,15,18,3,8,14,8,16,2,5,17,10,14,6
"20",12,16,19,8,12,5,9,3,13,15,3,3,1,13
