"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",20,25,6,3,4,19,18,22,17,26,28,12
"2",29,29,29,1,24,11,14,29,19,9,9,4
"3",8,17,18,8,8,4,10,1,14,28,22,3
"4",15,8,8,9,21,24,12,26,3,6,14,9
"5",11,1,28,26,20,1,20,5,4,15,29,13
"6",4,26,10,23,19,3,4,15,16,4,7,11
"7",10,21,14,15,22,26,28,11,20,17,26,7
"8",18,18,4,22,28,15,24,7,11,7,20,1
"9",7,12,7,29,5,6,29,20,6,8,15,23
"10",21,5,15,27,23,20,11,13,13,27,10,24
"11",6,11,21,17,26,18,15,3,24,3,1,17
"12",16,24,25,19,3,7,13,8,18,18,13,22
"13",23,15,2,11,25,2,9,19,22,14,23,19
"14",1,4,13,20,1,14,7,27,9,16,25,16
"15",22,2,12,14,7,9,21,16,25,1,17,5
"16",25,27,11,10,17,17,26,2,5,21,12,18
"17",27,23,17,28,10,23,8,6,28,10,19,14
"18",13,13,23,25,16,16,2,24,23,22,16,6
"19",9,20,1,21,11,22,22,28,26,29,8,20
"20",17,6,20,5,29,5,27,21,29,23,6,15
"21",26,7,24,18,14,29,25,25,15,5,24,25
"22",14,3,5,7,6,27,1,4,21,12,5,28
"23",5,28,27,13,27,25,5,17,7,25,18,29
"24",19,19,22,4,12,13,3,12,2,2,27,21
"25",3,9,9,2,18,12,17,9,27,20,21,26
"26",24,16,19,24,2,28,16,18,1,19,4,2
"27",28,10,3,16,13,8,6,10,8,24,2,8
"28",12,22,16,12,15,10,19,23,10,11,3,27
"29",2,14,26,6,9,21,23,14,12,13,11,10
