"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,9,10,2,1,14,21,14,19
"2",6,2,5,12,4,3,8,10,16
"3",16,19,17,17,3,13,5,13,5
"4",5,20,12,8,13,6,11,16,7
"5",17,3,11,20,18,16,12,6,14
"6",2,6,19,11,15,18,2,12,12
"7",21,14,20,10,2,5,15,3,13
"8",14,21,6,9,10,17,3,2,20
"9",9,7,2,6,5,15,13,5,6
"10",15,18,1,1,16,1,19,11,11
"11",7,4,15,16,12,10,20,1,9
"12",11,16,13,13,6,19,18,19,15
"13",19,12,4,15,14,11,14,15,18
"14",8,15,16,5,19,9,6,7,17
"15",20,11,14,3,11,20,9,9,3
"16",4,13,3,18,21,21,7,21,8
"17",10,8,18,21,9,2,10,17,21
"18",13,1,21,7,20,12,17,18,2
"19",18,5,8,4,7,7,4,20,10
"20",1,17,7,19,8,8,16,8,1
"21",12,10,9,14,17,4,1,4,4
