"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",16,5,3,4,7,11,18,3,7,10,10,13
"2",17,15,9,10,13,2,7,4,2,19,4,15
"3",1,4,11,8,6,9,5,19,1,1,17,10
"4",12,19,19,1,9,19,9,1,13,15,19,9
"5",4,7,16,3,18,8,11,15,11,16,6,16
"6",15,13,13,18,11,14,12,17,6,6,14,17
"7",19,10,10,13,1,16,19,18,14,18,7,6
"8",13,2,15,11,2,3,2,9,12,11,13,19
"9",3,12,14,9,12,5,16,2,17,7,11,7
"10",18,8,1,14,19,6,10,6,10,4,18,3
"11",9,17,18,15,5,7,17,11,9,2,3,12
"12",14,18,8,2,15,10,1,13,19,3,9,1
"13",6,9,17,17,8,13,3,5,3,13,8,2
"14",7,1,7,16,14,12,15,8,18,17,16,14
"15",8,14,6,5,3,4,13,14,5,14,15,4
"16",5,11,5,6,4,15,8,7,15,5,1,18
"17",10,6,4,19,10,1,6,16,16,9,5,8
"18",11,3,12,7,17,18,14,10,4,8,2,5
"19",2,16,2,12,16,17,4,12,8,12,12,11
