"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",15,2,17,20,24,5,15,9,17,14
"2",23,11,16,17,5,23,13,6,4,20
"3",8,13,9,7,23,18,2,4,10,24
"4",21,6,13,22,17,19,23,13,11,2
"5",22,18,23,13,13,6,3,3,15,5
"6",5,21,14,3,4,3,6,12,12,19
"7",12,19,15,18,19,24,4,21,25,13
"8",4,1,25,25,7,17,1,17,2,11
"9",13,4,8,5,1,1,18,1,1,4
"10",17,14,1,24,15,2,11,20,8,22
"11",19,7,20,4,20,11,7,25,5,17
"12",11,9,21,15,2,13,22,18,16,23
"13",1,15,22,9,22,25,21,10,7,7
"14",2,16,11,23,11,12,20,2,22,18
"15",24,20,6,1,25,15,19,19,13,12
"16",25,3,2,10,9,10,5,11,24,25
"17",10,22,3,14,18,8,24,8,3,16
"18",14,17,10,11,10,14,10,14,6,9
"19",3,10,7,16,21,7,9,16,19,3
"20",18,23,4,21,3,20,8,5,18,8
"21",9,8,18,2,14,16,12,7,23,6
"22",7,24,19,19,8,9,16,24,9,1
"23",16,25,24,6,16,21,17,15,20,21
"24",20,12,12,8,6,4,25,22,21,10
"25",6,5,5,12,12,22,14,23,14,15
