"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",20,12,13,21,6,20,10,11,30,7,26,2,10,20,9,4
"2",22,20,26,18,1,1,24,30,23,1,3,16,5,16,1,15
"3",14,23,24,1,16,29,2,15,11,9,2,11,19,2,12,1
"4",2,11,11,4,7,4,14,28,17,27,9,30,14,6,18,3
"5",7,26,23,24,19,19,21,21,4,23,15,23,8,13,7,5
"6",5,6,2,14,17,6,3,20,10,2,20,8,6,22,30,9
"7",26,19,6,30,27,9,28,16,20,21,14,4,17,17,24,2
"8",4,22,14,17,28,28,12,29,7,22,30,5,27,19,17,18
"9",12,25,15,27,13,12,8,18,24,5,7,28,29,24,21,14
"10",29,24,9,13,20,25,29,2,13,3,23,29,13,7,10,16
"11",17,8,21,2,9,10,27,17,8,19,29,27,4,21,11,26
"12",16,28,8,8,2,17,22,26,16,12,27,21,22,29,28,7
"13",3,10,25,5,24,24,18,13,25,4,18,22,18,18,26,28
"14",1,15,10,26,22,13,20,5,15,13,1,9,1,30,8,30
"15",13,27,27,10,14,5,13,3,18,24,19,3,15,26,4,23
"16",11,2,18,29,11,30,17,1,21,18,28,14,7,8,25,11
"17",23,16,3,3,12,26,19,10,2,28,16,15,30,25,2,10
"18",25,3,19,19,25,2,16,4,9,10,10,24,23,23,15,6
"19",24,29,4,12,10,23,15,22,26,11,11,7,3,10,16,27
"20",6,18,1,22,15,3,25,14,28,15,25,19,25,3,14,22
"21",9,13,28,11,5,14,26,7,5,8,12,6,24,9,22,13
"22",8,5,5,16,4,22,4,8,19,20,4,25,20,15,5,19
"23",10,1,16,9,26,18,30,23,29,29,8,12,11,27,13,17
"24",15,4,7,28,30,15,11,27,6,6,17,17,16,4,3,25
"25",27,9,22,6,21,11,7,25,22,14,24,10,26,12,6,12
"26",21,7,20,20,18,21,23,19,14,26,5,1,28,5,29,24
"27",18,17,30,15,29,16,5,6,27,25,21,26,2,1,20,8
"28",30,30,17,25,3,8,1,12,1,30,22,13,21,14,19,29
"29",19,21,12,7,23,7,9,9,3,17,6,18,9,11,27,20
"30",28,14,29,23,8,27,6,24,12,16,13,20,12,28,23,21
