"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,17,1,10,15,13,20,25,27,20,25,8,19,11,5,23,26
"2",17,19,15,14,27,25,29,14,26,10,1,1,16,27,1,19,1
"3",4,13,9,26,26,9,1,17,15,21,29,19,15,17,29,1,5
"4",25,16,12,24,10,27,4,10,13,2,20,12,10,7,4,29,16
"5",24,26,2,11,18,7,13,15,10,1,14,9,29,19,27,13,3
"6",7,2,27,2,13,16,3,20,19,3,2,2,9,15,26,17,21
"7",18,14,24,4,1,10,15,16,8,6,10,24,18,9,2,3,25
"8",23,3,10,1,20,23,18,7,1,13,27,3,24,13,13,2,13
"9",12,6,14,9,28,8,16,27,4,5,23,15,12,26,20,27,18
"10",13,27,26,27,22,24,14,18,23,27,12,18,23,20,11,28,19
"11",22,8,19,16,4,29,22,26,17,19,8,16,26,12,28,21,11
"12",16,28,8,18,3,6,23,8,21,8,28,17,3,16,12,18,23
"13",19,12,5,19,25,22,12,21,6,22,11,5,4,4,18,16,24
"14",27,1,17,15,23,5,6,29,29,28,17,28,1,14,3,10,15
"15",20,9,22,21,12,3,8,12,24,15,21,7,20,24,21,7,28
"16",5,10,23,5,21,2,27,13,14,14,13,10,2,5,10,26,8
"17",15,4,7,6,7,17,10,9,22,25,18,26,17,6,22,24,2
"18",14,5,29,23,11,11,21,3,3,23,7,11,11,18,6,11,4
"19",2,20,21,17,2,12,2,5,7,29,15,4,25,28,16,22,14
"20",10,25,18,28,5,19,17,28,28,9,16,6,8,3,23,4,6
"21",3,11,3,12,16,28,11,4,25,7,9,21,7,21,15,6,12
"22",26,18,16,29,19,14,19,6,11,16,4,27,5,22,24,25,27
"23",29,15,28,20,24,15,24,1,20,4,24,23,22,1,19,14,9
"24",9,23,11,22,14,4,9,23,2,11,3,25,21,8,14,20,10
"25",6,7,4,25,6,20,26,19,12,12,19,29,28,25,7,12,20
"26",11,29,13,8,29,18,5,2,16,17,6,14,27,2,8,8,29
"27",28,22,6,3,9,1,25,22,18,26,5,13,14,29,17,5,17
"28",8,24,20,13,17,26,28,11,5,24,22,22,13,10,25,9,22
"29",21,21,25,7,8,21,7,24,9,18,26,20,6,23,9,15,7
