"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",25,1,10,11,6,23,12,14,11,1,10,25,2,9
"2",14,28,25,8,30,9,7,15,18,22,6,7,5,6
"3",7,29,19,18,15,14,24,27,13,26,7,26,22,17
"4",17,21,30,16,21,4,30,23,10,2,12,10,30,26
"5",16,13,2,24,3,18,28,3,16,23,21,28,28,7
"6",3,19,7,9,1,2,18,9,6,14,3,16,23,13
"7",20,22,27,12,8,27,15,1,22,29,1,19,17,21
"8",4,14,1,7,17,28,9,28,17,3,24,3,18,15
"9",5,16,26,23,5,17,5,20,3,8,15,24,6,20
"10",24,10,20,10,28,19,16,19,4,25,26,12,27,14
"11",19,9,11,5,27,15,1,21,24,7,2,29,20,28
"12",28,11,17,26,10,6,10,29,20,10,8,17,26,2
"13",27,15,29,6,16,5,25,11,27,16,29,27,3,16
"14",6,2,21,15,7,10,13,13,26,18,19,1,25,27
"15",8,3,3,2,22,7,22,22,1,30,17,20,16,1
"16",29,8,5,14,20,11,4,2,12,19,13,14,10,18
"17",23,18,13,20,4,1,3,24,28,27,18,5,13,12
"18",22,17,22,30,18,12,21,4,2,5,5,2,15,8
"19",11,12,15,4,11,26,27,10,7,24,9,4,8,25
"20",26,27,6,22,26,25,23,12,21,9,16,6,24,19
"21",21,26,8,29,12,8,8,16,8,21,25,22,19,24
"22",2,7,24,28,25,29,29,17,25,20,11,18,14,10
"23",9,23,9,13,9,13,26,18,23,6,27,13,9,5
"24",15,5,4,25,14,20,17,26,30,15,4,11,4,23
"25",10,25,16,3,19,21,6,5,29,11,14,21,29,11
"26",13,4,28,19,13,24,2,8,9,13,28,8,21,3
"27",18,24,14,17,24,30,14,30,5,17,20,30,7,4
"28",30,30,23,1,2,22,20,25,14,12,22,15,12,29
"29",1,20,12,27,23,16,11,6,15,28,30,9,1,30
"30",12,6,18,21,29,3,19,7,19,4,23,23,11,22
