"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",11,1,14,18,27,2,7,3,3,17,17,2,14,1,14,18,2,28
"2",6,12,22,23,18,19,5,26,18,21,5,24,16,5,24,20,10,13
"3",17,18,7,28,26,8,4,14,13,22,12,9,28,26,27,2,17,18
"4",19,2,2,14,12,27,9,20,26,5,24,7,18,7,25,7,16,10
"5",2,21,23,9,21,9,20,12,11,6,23,6,25,6,6,19,12,12
"6",5,6,5,8,25,25,13,15,22,26,20,20,8,22,8,24,14,22
"7",24,23,18,3,16,20,6,7,21,1,6,3,19,23,13,16,20,24
"8",21,13,28,25,9,16,14,13,28,27,13,1,21,13,2,27,1,1
"9",16,24,1,15,15,1,25,21,9,28,1,27,17,24,7,13,4,11
"10",3,15,25,16,14,13,28,10,23,3,15,19,5,28,26,6,3,27
"11",28,11,3,13,5,12,23,23,19,16,10,16,27,2,10,21,21,26
"12",7,27,12,6,1,10,11,28,27,14,7,11,13,14,4,4,8,19
"13",20,22,24,20,24,7,8,24,24,18,22,17,4,17,11,14,25,6
"14",8,7,16,2,17,5,24,19,16,25,11,4,6,10,19,9,19,3
"15",12,9,11,22,23,24,21,5,20,8,2,13,26,18,12,8,7,5
"16",25,5,10,21,20,11,12,11,6,2,8,22,9,8,3,10,23,15
"17",22,4,19,7,4,6,17,8,17,19,21,23,22,20,23,11,6,16
"18",14,16,27,5,22,26,16,22,4,13,14,26,23,9,16,3,28,23
"19",18,8,26,10,8,3,3,17,7,7,3,12,2,16,17,25,11,21
"20",23,25,15,24,10,21,19,16,10,23,25,14,7,4,15,5,9,25
"21",4,10,17,12,11,14,1,1,5,24,28,15,20,19,9,1,24,9
"22",1,19,4,17,2,23,18,9,1,20,4,5,1,15,22,15,27,14
"23",15,17,6,4,6,18,2,4,15,12,19,28,3,3,1,12,13,4
"24",26,28,20,11,28,28,27,2,12,15,9,18,12,12,28,28,15,8
"25",13,3,21,26,7,22,26,27,14,9,18,8,11,25,5,17,26,17
"26",10,20,8,27,13,4,22,6,25,10,27,25,15,11,18,26,22,20
"27",27,14,9,1,19,15,15,25,2,11,26,10,10,27,21,23,5,7
"28",9,26,13,19,3,17,10,18,8,4,16,21,24,21,20,22,18,2
