"","V1","V2","V3","V4","V5","V6","V7"
"1",8,25,26,26,3,5,17
"2",24,28,19,23,30,30,24
"3",17,10,16,16,23,6,28
"4",6,19,24,22,15,23,27
"5",25,7,6,12,26,22,10
"6",4,11,20,4,16,2,9
"7",14,17,3,28,25,1,23
"8",13,21,17,11,10,13,22
"9",2,9,5,24,9,12,5
"10",5,29,7,14,19,8,19
"11",16,8,27,7,20,26,20
"12",18,20,4,3,2,10,12
"13",19,4,18,27,18,18,3
"14",11,13,28,13,6,16,1
"15",27,15,14,25,21,14,14
"16",15,27,13,29,8,24,8
"17",22,30,23,2,12,19,16
"18",21,18,25,9,29,7,6
"19",7,14,11,1,28,17,25
"20",10,24,9,5,22,27,4
"21",29,16,21,15,4,28,7
"22",26,6,29,30,11,9,26
"23",1,23,30,18,24,20,13
"24",28,26,1,8,17,15,29
"25",30,3,12,6,7,4,18
"26",12,2,22,21,27,11,11
"27",20,12,8,20,5,21,21
"28",3,1,15,10,1,25,30
"29",9,5,2,17,13,29,15
"30",23,22,10,19,14,3,2
