"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",8,1,8,4,5,2,16,15,24,10,3,13
"2",10,7,13,17,15,21,24,13,11,3,5,3
"3",4,5,3,14,9,19,7,23,1,15,11,8
"4",24,13,12,23,4,16,19,19,7,14,6,17
"5",20,20,4,13,11,8,8,8,14,5,4,16
"6",7,3,21,12,21,17,18,7,15,13,22,15
"7",5,22,2,24,20,5,21,20,17,7,14,7
"8",1,12,5,9,2,10,15,6,5,2,21,1
"9",2,9,19,21,14,7,13,10,21,20,9,19
"10",15,19,20,18,6,1,11,22,13,17,24,2
"11",11,16,6,11,10,12,23,17,20,18,18,21
"12",9,17,11,16,23,3,5,4,4,12,8,22
"13",21,4,16,15,8,4,22,3,9,23,15,11
"14",16,10,1,1,17,24,17,1,12,19,1,24
"15",14,11,10,22,12,15,2,2,23,8,23,9
"16",6,14,22,8,18,11,3,18,8,24,2,10
"17",3,21,17,2,7,22,1,11,10,9,17,20
"18",18,2,24,19,1,14,4,16,18,1,13,23
"19",17,18,23,5,13,13,20,9,2,11,12,5
"20",22,15,18,10,24,23,14,24,22,4,10,12
"21",13,6,15,6,16,6,10,21,6,6,19,18
"22",19,24,7,20,19,20,12,14,3,22,20,14
"23",12,23,14,7,3,18,9,5,19,21,7,6
"24",23,8,9,3,22,9,6,12,16,16,16,4
