"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",10,28,13,4,15,12,19,28,2,17,4,27,11,4,10,13,28,27,17,12,1,20
"2",5,9,25,13,20,8,4,25,9,23,21,14,8,9,6,21,4,5,22,15,18,23
"3",26,3,21,6,22,10,17,9,4,5,24,11,26,23,17,16,12,4,13,9,3,10
"4",3,7,9,15,5,25,25,17,18,16,22,22,4,13,12,1,6,9,14,5,2,4
"5",7,23,7,18,4,5,3,10,3,8,16,2,25,19,8,4,18,15,15,11,23,24
"6",17,11,12,28,6,3,21,22,8,12,23,23,28,16,20,23,13,26,26,24,21,15
"7",2,17,1,1,16,18,11,5,28,11,20,21,1,25,28,18,16,13,28,14,11,19
"8",22,20,8,7,17,7,22,20,26,25,19,9,13,18,2,22,24,19,10,6,20,6
"9",28,13,10,16,28,9,27,19,23,1,13,17,22,2,16,8,27,8,27,17,13,27
"10",13,26,19,14,23,26,12,11,25,28,28,16,24,11,1,2,14,28,20,28,12,14
"11",4,10,17,2,18,19,24,18,13,24,8,8,23,26,15,5,10,21,5,21,26,21
"12",1,6,15,23,13,1,9,2,27,20,12,5,17,14,14,27,26,1,12,26,6,17
"13",12,15,3,21,11,27,28,24,1,3,7,15,9,24,5,15,15,3,7,27,15,9
"14",16,18,14,3,1,20,15,1,10,13,11,7,21,1,3,28,9,7,23,3,16,1
"15",24,25,16,26,2,17,10,26,16,18,27,13,10,27,26,6,25,6,16,16,25,11
"16",15,4,2,9,27,2,5,4,14,15,26,18,12,3,11,12,17,18,6,22,28,2
"17",9,14,26,24,26,23,23,6,7,21,17,28,20,10,25,11,22,11,8,7,19,12
"18",8,22,20,5,7,11,6,16,24,4,9,24,18,8,22,17,3,10,11,23,22,7
"19",21,16,22,22,9,13,20,3,22,6,25,6,5,7,9,7,5,24,4,13,17,18
"20",23,5,4,25,12,14,8,12,11,26,10,25,19,22,7,9,2,22,24,10,10,8
"21",6,2,6,19,21,15,14,14,15,2,6,10,3,6,23,25,21,25,19,2,24,13
"22",20,12,28,8,14,22,7,21,5,7,14,4,6,12,21,3,23,20,21,20,7,3
"23",14,21,27,27,24,16,2,23,19,9,15,19,16,28,13,26,11,23,9,4,4,28
"24",27,27,5,17,8,21,16,13,6,22,18,12,15,5,24,20,7,17,2,25,5,25
"25",25,8,23,12,10,24,18,8,20,10,2,26,14,20,4,24,20,12,18,19,27,26
"26",18,19,24,10,3,4,13,15,12,27,5,20,2,17,18,10,19,2,3,1,9,22
"27",19,1,11,11,19,28,1,27,21,14,1,1,27,15,27,14,1,14,1,8,14,16
"28",11,24,18,20,25,6,26,7,17,19,3,3,7,21,19,19,8,16,25,18,8,5
