"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",15,15,22,6,5,19,8,11,1,4,4,4,27,11,27,17,2
"2",1,11,11,23,24,25,17,14,3,10,1,8,11,22,5,14,23
"3",8,25,17,13,10,23,11,6,21,12,3,22,20,21,10,4,10
"4",17,3,6,19,6,20,25,26,9,16,7,15,16,24,26,7,16
"5",18,22,5,5,20,3,26,12,22,8,5,27,12,8,15,15,18
"6",9,13,25,2,15,18,22,2,14,6,15,19,13,27,21,26,25
"7",7,23,16,25,4,13,20,21,27,1,13,9,4,10,18,5,20
"8",21,16,15,24,13,1,5,15,23,25,9,11,15,23,22,24,6
"9",11,17,8,27,16,11,9,9,7,22,12,20,26,2,2,8,19
"10",19,20,9,10,17,12,10,24,13,5,27,6,8,26,9,9,5
"11",6,14,21,4,14,2,27,22,4,17,24,12,18,13,4,2,9
"12",10,10,7,7,23,22,15,17,18,26,19,23,3,15,24,6,3
"13",2,8,10,8,2,10,3,3,25,13,26,14,14,3,23,13,13
"14",5,19,4,15,7,24,23,8,11,24,18,5,10,5,13,21,8
"15",27,1,14,3,12,27,14,20,20,14,11,1,1,1,1,27,15
"16",24,24,26,16,25,26,6,19,6,7,17,17,17,4,20,11,11
"17",25,9,3,22,9,6,12,10,15,9,20,2,19,14,19,3,26
"18",20,2,13,26,22,17,24,5,19,2,21,16,22,12,6,19,7
"19",16,12,23,21,11,21,7,25,24,20,22,26,9,9,8,16,22
"20",4,27,1,1,27,14,4,27,17,19,10,10,21,17,12,18,27
"21",12,5,2,14,8,5,2,18,2,3,14,21,6,19,7,23,12
"22",26,18,27,17,1,7,19,1,16,18,6,18,7,16,3,12,1
"23",14,6,24,12,26,8,21,13,26,23,16,3,25,25,11,10,14
"24",13,26,19,20,21,4,13,4,8,15,23,7,2,18,25,20,17
"25",3,7,18,18,18,9,16,23,12,11,8,25,24,6,17,22,4
"26",22,4,20,11,19,15,1,7,10,27,2,13,5,7,14,1,24
"27",23,21,12,9,3,16,18,16,5,21,25,24,23,20,16,25,21
