"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",9,2,6,13,3,9,18,4,10,13,10,16,2,3
"2",13,15,15,6,2,17,10,8,12,1,6,22,23,18
"3",3,5,10,23,10,2,12,6,3,3,20,23,13,12
"4",2,24,8,14,22,23,13,23,11,11,2,15,15,20
"5",5,6,20,7,13,21,5,16,5,22,8,17,12,5
"6",17,7,1,5,20,4,9,7,18,14,4,9,14,7
"7",4,11,9,4,8,14,20,19,19,7,17,12,21,6
"8",12,12,7,3,23,13,1,2,1,24,19,11,6,21
"9",21,22,11,9,7,22,17,5,14,21,21,4,11,10
"10",22,8,23,11,24,12,22,14,8,12,23,21,18,14
"11",20,10,18,21,9,3,19,18,13,23,5,13,5,19
"12",23,23,4,8,12,7,6,15,17,4,16,19,1,23
"13",7,20,22,1,5,5,15,11,7,16,14,8,16,22
"14",18,1,16,2,16,18,14,24,24,15,13,24,4,11
"15",8,3,14,15,18,8,7,17,15,19,18,3,22,17
"16",6,18,2,19,17,15,21,9,20,20,11,20,10,16
"17",14,4,24,16,11,24,24,1,21,5,9,6,19,24
"18",10,16,21,22,21,20,11,12,16,6,22,10,3,4
"19",15,17,12,17,1,1,2,22,22,18,24,18,17,2
"20",11,19,13,10,19,6,23,21,4,2,7,5,8,8
"21",16,9,3,18,4,19,8,20,6,9,15,7,9,15
"22",19,21,17,20,15,11,4,3,9,8,12,14,20,9
"23",1,13,19,12,6,10,3,10,23,10,1,1,7,13
"24",24,14,5,24,14,16,16,13,2,17,3,2,24,1
