"","V1","V2","V3","V4","V5","V6"
"1",8,8,6,19,23,1
"2",25,21,5,22,13,11
"3",14,17,12,24,21,18
"4",15,9,7,1,8,10
"5",5,15,18,13,18,24
"6",2,24,20,21,26,16
"7",9,13,2,25,9,23
"8",26,7,22,6,6,17
"9",24,12,13,10,25,13
"10",1,18,3,5,19,4
"11",12,10,21,17,15,12
"12",17,5,15,20,3,25
"13",20,25,10,2,16,26
"14",13,23,4,11,5,19
"15",16,22,23,9,22,8
"16",11,2,26,4,24,22
"17",18,14,19,7,12,2
"18",21,16,8,14,1,6
"19",22,19,24,18,10,21
"20",4,11,25,23,4,7
"21",7,20,16,3,2,14
"22",10,26,14,16,7,3
"23",19,4,1,15,20,15
"24",23,3,17,26,17,5
"25",3,6,9,8,14,20
"26",6,1,11,12,11,9
