"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",27,7,1,8,18,5,11,26
"2",21,19,21,1,15,14,9,21
"3",12,23,26,7,1,11,14,17
"4",26,25,16,20,9,7,21,19
"5",13,5,7,26,14,24,25,20
"6",8,21,6,13,7,2,1,22
"7",6,4,18,3,21,1,20,16
"8",18,1,25,24,11,3,6,11
"9",9,2,4,12,25,19,10,6
"10",17,20,24,14,19,18,24,4
"11",7,18,17,25,6,27,12,2
"12",14,14,9,17,16,6,13,8
"13",22,17,14,11,26,4,26,14
"14",24,8,23,10,8,23,18,7
"15",20,24,8,4,23,26,16,10
"16",10,11,22,22,24,9,17,24
"17",3,6,20,18,3,13,27,9
"18",25,9,11,27,22,12,2,3
"19",16,12,3,2,4,8,23,1
"20",1,13,27,16,20,25,5,18
"21",2,27,13,9,13,10,7,5
"22",23,15,5,21,2,20,8,15
"23",4,16,10,6,12,21,22,25
"24",19,3,12,15,5,16,15,23
"25",11,10,15,5,10,17,4,13
"26",5,22,2,23,17,15,19,12
"27",15,26,19,19,27,22,3,27
