"","V1","V2"
"1",12,9
"2",20,7
"3",14,3
"4",8,20
"5",22,2
"6",15,19
"7",13,16
"8",5,18
"9",2,4
"10",3,23
"11",7,1
"12",16,12
"13",9,13
"14",24,10
"15",21,17
"16",10,6
"17",19,14
"18",1,15
"19",18,24
"20",11,22
"21",4,8
"22",6,11
"23",17,5
"24",23,21
