"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",16,25,7,13,19,19,9,5,6,8,4,28,19
"2",13,21,22,26,23,6,4,17,16,29,9,23,25
"3",14,11,5,9,13,27,25,9,15,28,19,21,10
"4",8,12,18,7,16,13,24,26,27,3,3,30,28
"5",18,15,30,25,21,22,26,30,1,23,5,10,4
"6",24,8,23,6,28,28,5,3,17,17,2,4,13
"7",5,14,25,18,8,26,13,8,22,12,7,18,22
"8",25,27,13,11,6,7,29,23,20,16,6,22,7
"9",30,1,6,19,30,20,1,29,21,1,21,20,23
"10",15,9,20,21,5,17,28,18,7,14,22,5,21
"11",28,22,21,15,22,25,21,20,29,6,16,13,11
"12",4,26,14,2,24,30,30,11,2,15,28,15,29
"13",7,7,16,23,18,24,8,24,11,18,26,24,8
"14",11,18,9,5,3,21,6,16,12,5,12,11,1
"15",1,24,28,24,4,2,23,2,13,4,24,27,12
"16",2,16,11,10,27,4,15,27,10,22,15,6,20
"17",12,2,26,12,20,8,17,13,19,7,29,2,3
"18",22,29,19,20,29,14,14,7,8,26,17,19,2
"19",21,20,24,8,10,11,3,28,4,11,27,17,15
"20",26,19,8,17,17,10,22,6,18,19,25,9,26
"21",29,5,29,4,11,16,20,14,9,21,11,25,24
"22",6,3,3,16,1,9,19,21,5,30,1,14,14
"23",23,17,12,29,2,23,16,15,26,25,30,29,18
"24",20,30,1,27,9,29,18,25,14,9,14,3,27
"25",10,6,10,28,26,12,27,4,24,10,13,16,16
"26",17,4,17,14,7,1,7,1,30,24,18,12,30
"27",27,10,15,30,14,5,11,10,3,2,8,7,9
"28",9,28,27,1,15,18,10,22,23,27,20,8,17
"29",3,23,4,22,12,15,2,12,28,20,10,1,6
"30",19,13,2,3,25,3,12,19,25,13,23,26,5
