"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",11,11,2,3,12,2,17,11,1,7,5,2,12,6,18,17,26,5
"2",13,12,22,18,23,25,10,24,6,5,8,11,5,17,6,19,21,20
"3",6,21,3,5,20,17,20,16,22,20,12,12,4,1,3,25,14,14
"4",21,18,16,20,6,11,15,1,12,19,6,5,3,2,16,6,19,18
"5",19,15,1,26,14,14,12,25,14,26,1,18,14,26,1,11,1,1
"6",22,2,25,7,3,4,13,14,9,21,13,14,9,14,26,24,3,25
"7",15,24,13,4,9,19,7,19,7,12,10,23,6,22,23,7,11,6
"8",9,5,11,24,16,20,3,8,25,6,11,15,8,5,14,5,4,24
"9",20,8,20,6,22,10,5,12,23,16,7,3,20,23,9,12,7,12
"10",18,14,26,1,17,18,19,13,13,9,26,26,26,10,8,3,18,26
"11",17,3,5,21,24,9,26,22,5,14,14,24,24,3,19,16,9,16
"12",7,16,24,12,8,22,9,21,17,17,20,8,23,4,15,18,5,3
"13",26,13,14,13,26,3,24,20,26,18,19,16,7,19,13,2,25,4
"14",25,17,4,2,2,26,11,2,24,3,16,17,21,16,20,13,16,15
"15",8,19,21,22,4,8,18,7,4,8,15,13,19,20,4,1,8,8
"16",16,22,8,11,13,23,25,5,3,23,23,4,10,18,10,14,6,21
"17",14,7,12,25,7,16,21,17,21,10,22,7,18,24,25,21,23,19
"18",5,6,9,15,25,21,14,10,10,24,2,9,22,15,24,4,17,9
"19",2,10,15,10,19,13,16,3,11,2,21,25,2,25,17,20,2,11
"20",4,20,6,17,11,5,6,9,15,15,9,21,25,21,12,23,24,23
"21",10,1,7,14,1,1,4,26,16,11,25,1,1,13,2,8,13,13
"22",12,25,23,23,21,7,8,6,20,22,24,19,11,9,22,15,20,10
"23",24,4,18,16,10,24,22,4,19,13,4,22,13,8,5,22,12,7
"24",3,9,17,8,5,15,1,18,2,25,17,20,15,7,7,10,22,17
"25",23,26,10,19,18,12,2,15,8,1,18,6,17,11,11,26,15,2
"26",1,23,19,9,15,6,23,23,18,4,3,10,16,12,21,9,10,22
