"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",13,1,4,12,1,4,9,14,6
"2",8,13,10,15,8,9,5,17,3
"3",4,14,15,5,12,1,14,15,7
"4",11,3,16,16,11,17,2,6,8
"5",14,7,13,10,15,10,15,10,2
"6",6,6,1,17,6,6,16,11,12
"7",15,16,14,9,7,5,6,3,13
"8",10,10,7,14,14,2,12,4,17
"9",17,11,3,3,13,7,4,9,9
"10",1,12,12,13,2,15,11,8,10
"11",2,5,9,6,5,3,3,7,1
"12",7,2,11,2,17,8,10,1,11
"13",5,8,2,8,10,14,8,2,5
"14",3,17,5,11,16,12,1,13,15
"15",9,9,17,4,3,11,7,12,16
"16",16,4,8,7,9,16,13,16,14
"17",12,15,6,1,4,13,17,5,4
