"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",14,13,13,9,13,3,11,15,7,5,10
"2",2,3,12,15,6,9,3,13,10,6,7
"3",13,11,1,12,7,6,1,8,5,13,6
"4",10,7,14,14,10,13,15,6,14,11,14
"5",1,9,15,5,2,8,9,1,1,15,9
"6",8,5,7,10,14,15,5,14,2,14,1
"7",12,8,9,4,11,7,4,2,12,4,3
"8",7,15,11,1,8,11,14,9,3,1,4
"9",9,10,2,7,4,12,7,12,13,2,11
"10",11,1,10,3,3,2,6,10,6,10,15
"11",6,4,5,13,9,4,8,3,4,3,12
"12",4,14,6,6,15,10,2,5,8,9,13
"13",15,2,4,8,1,14,13,4,9,7,5
"14",3,12,8,11,5,1,10,7,15,8,2
"15",5,6,3,2,12,5,12,11,11,12,8
