"","V1","V2","V3","V4","V5","V6","V7"
"1",6,5,3,12,18,19,8
"2",9,11,23,13,19,5,21
"3",17,4,15,24,16,7,24
"4",10,19,6,14,8,23,1
"5",22,10,10,21,13,17,3
"6",21,17,22,2,17,22,10
"7",4,12,11,3,4,18,23
"8",2,18,5,22,21,11,17
"9",8,21,14,5,10,10,13
"10",5,1,9,20,6,4,11
"11",1,6,21,17,11,24,19
"12",7,23,24,23,1,15,7
"13",20,16,2,18,9,13,22
"14",14,24,8,8,15,16,20
"15",15,8,18,15,7,12,9
"16",23,20,19,11,5,3,18
"17",19,3,13,10,2,21,16
"18",24,7,7,7,24,9,12
"19",11,2,20,4,22,14,2
"20",3,15,17,9,14,8,5
"21",12,9,4,1,12,2,15
"22",16,13,1,6,3,6,4
"23",13,14,16,19,23,20,14
"24",18,22,12,16,20,1,6
