"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",4,16,1,7,19,6,9,4,9,12,14
"2",8,10,7,4,4,16,5,9,6,7,18
"3",3,1,10,11,6,7,1,8,1,15,4
"4",7,12,6,9,12,1,18,19,5,18,9
"5",5,15,16,17,2,11,8,17,7,2,7
"6",2,14,9,1,14,12,14,11,17,9,6
"7",12,6,2,6,1,8,17,13,13,4,3
"8",13,11,11,12,17,9,2,18,19,6,15
"9",17,7,17,2,7,5,12,16,3,11,13
"10",16,9,12,8,3,14,10,3,18,17,8
"11",18,13,5,18,8,3,4,2,12,8,5
"12",11,17,14,14,5,4,16,10,14,14,17
"13",10,8,13,16,18,19,15,5,4,10,2
"14",6,5,3,15,9,18,7,15,16,13,12
"15",15,19,4,13,11,13,13,7,2,3,11
"16",19,3,8,19,16,10,11,12,8,19,19
"17",14,18,19,5,13,17,3,14,10,16,1
"18",1,4,18,10,10,15,19,1,11,5,16
"19",9,2,15,3,15,2,6,6,15,1,10
