"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",16,3,6,15,19,6,4,6,15,17,18,8,4,9,8,4,18,14,5
"2",14,1,4,6,7,20,3,17,12,3,2,16,20,14,16,2,9,10,11
"3",7,6,8,20,12,16,16,14,5,7,19,20,8,6,10,3,5,21,20
"4",15,12,13,3,16,23,17,20,14,10,20,12,3,19,6,22,1,2,8
"5",2,19,14,8,22,4,19,15,21,16,3,14,2,7,15,9,7,16,14
"6",21,16,18,12,9,19,22,2,9,15,10,9,22,10,3,5,2,13,21
"7",10,22,11,22,18,1,8,10,11,22,22,18,21,22,1,14,10,12,17
"8",11,10,12,2,15,17,5,3,2,20,5,15,7,12,21,19,19,18,23
"9",3,7,15,9,14,14,6,4,22,5,11,22,23,2,5,12,12,1,6
"10",23,13,22,17,4,13,2,16,16,11,17,17,1,4,23,18,13,9,18
"11",18,8,19,19,20,15,20,18,7,18,6,21,14,20,14,10,16,8,4
"12",8,9,23,4,2,5,7,19,3,19,14,3,13,11,7,6,8,3,15
"13",20,14,2,5,5,11,15,7,20,21,16,19,15,15,11,15,6,19,2
"14",22,21,9,1,13,12,14,12,1,13,23,1,19,3,17,7,21,7,9
"15",4,11,5,23,8,22,23,11,18,23,7,4,11,1,9,23,17,11,12
"16",9,15,1,14,10,3,18,1,13,1,12,23,5,18,18,8,20,4,16
"17",17,5,21,7,11,8,13,13,17,6,1,5,10,21,2,13,22,17,19
"18",13,20,16,21,6,9,9,8,8,4,4,6,6,8,13,17,3,5,3
"19",1,23,10,11,1,18,1,23,10,12,13,10,9,23,12,11,23,23,1
"20",12,18,20,18,23,21,11,5,23,9,15,2,12,17,22,1,11,20,10
"21",19,17,3,13,21,7,10,21,4,2,8,13,16,5,4,21,14,22,13
"22",6,4,17,10,3,2,21,9,6,8,21,11,17,13,19,20,15,15,7
"23",5,2,7,16,17,10,12,22,19,14,9,7,18,16,20,16,4,6,22
