"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",26,10,5,21,26,10,13,10,27,15,13,5,24,2,24,15,27,12,13,20,8,27
"2",16,5,12,23,8,16,3,23,12,21,27,2,15,11,22,9,24,24,5,10,26,15
"3",1,27,1,18,27,11,14,15,5,6,20,21,1,16,15,11,18,13,1,1,27,14
"4",24,7,4,15,18,22,25,8,7,24,23,20,13,23,8,8,7,19,15,7,10,23
"5",19,18,20,22,6,13,17,4,11,26,4,14,25,18,17,23,11,4,3,4,4,21
"6",25,15,27,20,3,19,12,20,26,2,11,23,17,19,19,6,12,20,25,12,17,3
"7",3,13,24,17,23,5,5,5,21,19,26,18,9,14,21,21,9,23,20,21,5,11
"8",15,3,6,26,19,14,8,13,14,27,12,22,4,4,2,22,4,5,24,14,22,7
"9",22,6,25,11,14,3,20,19,9,5,24,19,19,6,13,24,23,7,6,19,12,6
"10",5,23,9,16,16,24,18,6,18,18,3,26,16,7,25,26,20,16,10,8,20,2
"11",17,16,18,1,4,23,26,12,2,12,22,13,6,3,27,17,19,14,27,11,3,10
"12",12,9,22,7,25,8,22,16,4,20,5,4,26,12,6,14,14,22,23,6,19,4
"13",6,8,16,10,1,6,6,7,3,11,9,17,21,25,26,7,3,8,9,15,21,17
"14",11,11,2,4,11,26,2,14,22,25,14,16,20,13,10,3,15,10,2,26,2,1
"15",18,22,7,3,21,4,15,22,16,17,21,9,18,26,23,4,10,3,19,2,14,8
"16",9,4,3,6,10,12,27,24,25,8,2,6,2,20,18,25,8,15,12,13,11,12
"17",13,21,17,19,13,20,23,9,23,7,25,1,23,17,4,12,2,1,14,22,24,9
"18",2,14,11,14,7,9,24,21,13,14,6,27,11,15,1,2,25,2,26,24,9,20
"19",23,20,23,12,24,25,7,25,17,9,7,8,10,8,3,10,5,11,4,9,7,16
"20",7,24,21,25,5,7,21,17,19,22,18,11,5,5,11,5,6,18,8,18,15,26
"21",10,19,26,9,17,21,11,18,8,23,10,7,7,24,20,20,22,9,17,23,25,24
"22",20,26,10,13,15,17,1,27,1,13,17,15,27,10,16,27,1,21,22,27,16,22
"23",14,25,8,24,9,2,4,2,6,4,8,10,12,22,7,13,21,17,18,17,6,5
"24",8,1,19,27,22,27,19,26,15,10,15,25,22,27,14,16,17,27,16,16,1,19
"25",27,12,14,2,20,15,16,1,10,1,1,12,8,1,12,1,13,26,11,25,23,13
"26",21,17,15,5,12,1,9,11,24,16,16,24,3,21,5,19,26,25,7,5,18,18
"27",4,2,13,8,2,18,10,3,20,3,19,3,14,9,9,18,16,6,21,3,13,25
