"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",19,5,11,5,2,12,10,4,6,3,21,15,13,17,4,21,21,2,11,7,10
"2",18,6,14,4,19,16,21,16,11,16,10,6,2,19,16,17,15,16,20,8,18
"3",11,10,3,1,14,1,5,7,1,10,8,1,9,21,2,4,14,19,10,15,14
"4",4,1,17,8,18,14,7,21,16,8,2,19,7,9,10,1,20,14,3,12,11
"5",2,8,21,12,15,9,13,19,8,15,19,7,18,22,6,5,4,5,19,13,7
"6",1,7,10,11,5,8,9,1,13,20,12,5,8,2,17,13,18,22,8,22,1
"7",5,19,19,18,3,11,16,13,12,1,6,2,5,14,3,16,11,7,7,14,21
"8",14,22,12,10,4,10,1,15,21,14,17,14,11,6,5,3,12,18,21,1,22
"9",7,11,8,7,22,6,22,9,18,21,20,21,17,11,7,18,7,13,9,19,17
"10",6,4,18,21,8,21,2,11,4,9,16,9,20,5,12,20,16,11,15,20,15
"11",21,17,16,15,10,15,15,2,15,6,13,18,19,20,18,2,8,20,13,17,16
"12",15,14,20,6,7,3,20,6,19,5,3,4,16,7,14,8,17,9,17,9,6
"13",22,12,1,16,11,19,12,17,22,22,14,3,22,10,1,12,22,12,1,6,12
"14",12,15,2,20,6,13,19,18,7,17,1,20,10,1,11,19,1,21,14,11,9
"15",9,21,7,9,17,17,6,3,10,2,7,8,21,12,9,15,3,17,16,3,4
"16",20,20,13,13,16,2,3,14,5,18,4,17,15,16,15,14,13,6,2,21,8
"17",13,13,22,22,12,4,8,12,17,11,22,11,4,18,19,22,5,15,5,4,3
"18",17,16,9,3,13,18,18,22,2,7,18,12,3,4,8,10,10,8,6,18,2
"19",16,2,4,17,21,5,4,20,14,4,11,10,14,3,22,11,6,4,12,10,20
"20",10,3,5,14,1,22,11,10,20,12,9,22,1,15,13,9,9,1,22,16,5
"21",8,9,15,2,9,20,14,8,9,19,5,13,12,8,21,6,2,3,4,2,19
"22",3,18,6,19,20,7,17,5,3,13,15,16,6,13,20,7,19,10,18,5,13
