"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",26,3,10,13,5,19,24,26,15,12,2,18,10,23,12,2,24,13,23,20
"2",6,13,11,10,16,3,7,20,12,3,11,25,4,21,25,20,27,7,17,7
"3",9,10,4,1,7,11,3,25,14,24,13,7,24,4,17,7,13,6,27,13
"4",21,21,3,25,9,8,20,27,3,14,12,8,12,19,18,21,1,21,13,5
"5",12,16,7,20,17,23,16,3,1,8,15,27,25,13,26,3,8,15,24,27
"6",2,11,14,9,6,15,13,4,26,4,27,9,8,26,14,6,9,26,8,1
"7",24,19,22,11,12,22,6,19,18,9,5,22,19,5,20,11,7,22,5,9
"8",27,20,27,17,14,1,14,1,16,27,14,17,27,27,10,27,11,1,11,15
"9",16,7,16,22,2,20,9,10,22,15,4,3,26,14,22,24,22,5,14,2
"10",3,6,6,23,18,24,18,18,21,23,17,19,7,3,16,22,20,18,7,16
"11",20,8,18,15,20,4,21,16,10,13,22,6,3,6,21,5,6,3,9,22
"12",25,14,15,6,27,16,15,17,4,5,16,4,17,2,1,26,23,27,22,14
"13",5,9,20,4,10,26,17,12,2,21,6,21,13,18,3,9,2,4,15,18
"14",15,15,8,5,19,7,23,9,19,26,3,1,16,22,27,14,15,24,2,19
"15",22,22,5,8,23,17,8,7,25,20,8,13,6,9,13,19,5,8,21,23
"16",10,23,24,3,8,14,26,22,27,7,20,16,15,12,24,25,17,10,10,24
"17",8,18,12,18,25,25,27,21,20,16,25,5,21,25,8,15,4,11,18,10
"18",1,25,21,24,24,12,5,11,13,19,18,15,20,20,19,4,25,25,16,21
"19",13,26,9,12,4,13,19,5,6,18,23,24,18,7,11,16,26,2,3,8
"20",23,2,2,2,22,5,12,14,24,11,21,23,23,16,7,8,19,16,12,6
"21",14,5,26,27,26,10,25,6,11,2,7,20,14,1,15,13,10,12,19,3
"22",4,1,13,16,13,9,2,15,7,1,1,12,22,11,9,23,3,17,1,25
"23",11,27,23,14,21,18,11,24,5,25,9,2,5,15,6,1,16,14,6,4
"24",17,12,19,21,3,6,10,23,17,22,26,26,11,10,5,18,12,23,20,26
"25",19,4,25,7,15,27,1,2,8,17,24,10,9,17,23,17,18,19,25,11
"26",18,17,1,26,1,21,4,13,9,6,19,14,2,24,2,12,14,9,4,17
"27",7,24,17,19,11,2,22,8,23,10,10,11,1,8,4,10,21,20,26,12
