"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",11,12,3,12,20,18,2,12,1,11,21,13,17,1,16,16,9,3,2,16
"2",1,8,21,8,6,20,1,11,11,1,7,14,7,21,2,10,1,11,13,15
"3",20,13,19,19,19,17,9,17,19,10,6,18,11,11,17,3,20,7,14,7
"4",21,16,2,2,2,11,11,8,12,19,1,19,10,6,13,11,7,19,21,19
"5",14,7,20,9,16,8,19,6,8,17,3,21,19,13,5,17,10,2,11,5
"6",12,11,5,15,21,13,10,5,18,21,19,4,3,14,3,7,2,15,9,9
"7",19,2,6,7,8,19,6,9,15,12,14,7,21,12,8,21,17,12,20,2
"8",3,17,15,5,18,16,18,15,6,20,13,3,16,3,9,9,16,14,16,12
"9",13,3,17,6,14,1,4,19,20,14,12,1,9,10,21,13,8,18,8,17
"10",17,15,18,11,9,2,17,2,13,7,20,12,15,8,4,5,19,13,3,18
"11",7,4,14,14,4,6,8,4,4,15,15,15,14,4,19,6,4,10,17,4
"12",8,14,7,18,5,5,3,18,7,18,10,17,12,18,6,18,18,17,5,10
"13",18,18,16,16,7,7,15,14,10,13,17,5,4,19,15,20,6,4,15,14
"14",4,10,8,17,13,3,12,20,17,4,2,9,20,5,7,15,5,8,18,13
"15",15,6,10,20,10,21,14,16,9,3,16,20,2,2,11,8,11,21,7,1
"16",2,5,9,21,11,12,21,7,21,16,9,6,13,20,12,4,12,6,1,20
"17",16,21,12,4,12,9,7,13,3,2,4,8,18,15,14,2,3,16,4,8
"18",6,19,4,3,15,4,20,10,16,5,18,16,8,17,18,12,15,9,10,3
"19",10,1,1,1,1,10,16,21,2,9,11,11,1,9,1,1,14,5,12,11
"20",9,9,11,10,17,14,13,3,5,6,8,10,5,16,20,19,21,20,19,21
"21",5,20,13,13,3,15,5,1,14,8,5,2,6,7,10,14,13,1,6,6
