"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",23,14,4,7,8,2,26,11,18,3,15,10,26,18,24,12,23,17,5,2,13,27,12
"2",4,22,13,18,13,21,20,12,21,2,17,6,10,23,2,22,25,24,15,17,3,9,27
"3",11,10,22,24,10,23,18,24,11,20,5,26,25,24,25,14,8,20,17,16,9,25,21
"4",26,1,15,15,6,24,24,15,1,27,4,14,9,20,15,15,17,1,1,26,22,11,18
"5",7,9,18,20,16,10,11,10,24,22,23,25,7,11,23,10,26,10,2,25,11,17,2
"6",20,15,17,3,17,17,3,18,12,5,18,23,19,26,3,7,9,19,3,24,24,8,9
"7",12,5,10,1,26,6,16,14,20,8,7,20,13,5,26,26,15,27,8,18,26,18,19
"8",1,21,5,22,23,5,19,6,7,17,24,17,23,19,8,11,3,11,7,15,23,12,20
"9",8,13,14,2,7,9,23,3,6,24,12,2,24,6,11,25,11,13,14,23,6,4,4
"10",17,8,2,12,22,19,14,5,4,12,1,21,11,21,17,6,22,21,13,7,4,3,3
"11",13,17,21,27,4,4,13,26,17,13,6,8,3,15,1,9,21,4,11,13,25,5,5
"12",15,24,9,9,5,14,9,25,22,23,26,19,17,22,21,24,6,5,9,5,8,7,15
"13",16,12,16,23,18,26,8,9,8,9,10,11,5,2,7,23,5,8,4,6,2,26,14
"14",9,23,6,19,14,1,4,20,10,4,2,12,12,7,20,2,12,9,19,27,14,1,23
"15",22,6,27,26,12,15,27,8,16,10,21,24,18,14,10,27,16,6,26,10,15,2,25
"16",2,4,23,11,25,20,6,22,19,19,11,7,22,4,12,8,18,14,6,4,12,10,26
"17",19,2,3,21,9,11,5,21,3,18,25,5,16,10,5,21,20,22,12,19,17,23,11
"18",18,27,20,10,3,16,21,4,15,15,19,13,4,3,18,4,1,23,10,22,16,22,24
"19",14,25,1,16,1,27,1,13,27,14,14,27,27,1,14,18,13,16,27,14,27,14,1
"20",24,11,7,4,19,25,17,27,26,11,27,4,1,17,9,1,14,12,20,21,10,16,17
"21",10,20,19,8,20,22,22,23,2,7,20,16,21,9,19,20,24,7,18,9,21,19,6
"22",3,7,25,5,2,3,10,19,5,1,22,15,6,13,13,13,7,25,25,11,5,13,13
"23",5,3,11,14,11,12,12,7,25,6,9,3,20,25,16,5,2,2,21,12,19,24,8
"24",25,26,24,17,21,7,25,17,23,25,8,18,15,12,4,3,10,15,16,8,1,21,10
"25",21,18,26,13,27,8,2,1,9,16,13,9,14,27,27,17,27,3,22,20,7,15,16
"26",27,16,8,25,24,18,15,16,14,21,16,1,8,8,22,16,4,26,23,1,18,6,7
"27",6,19,12,6,15,13,7,2,13,26,3,22,2,16,6,19,19,18,24,3,20,20,22
