"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",9,6,13,8,8,4,8,17,20,18,12,6,17,18,21,20
"2",18,1,9,16,10,12,7,2,10,16,16,22,22,16,1,6
"3",17,8,18,5,18,8,23,5,17,11,3,19,19,7,20,11
"4",5,10,22,14,23,23,2,4,14,17,13,4,7,12,15,8
"5",20,3,20,13,5,5,21,9,7,5,20,3,12,11,8,19
"6",11,7,16,18,2,9,16,23,1,22,2,10,1,14,11,7
"7",12,11,1,2,3,20,11,1,23,1,23,13,23,13,14,17
"8",21,19,23,3,6,19,17,18,13,14,7,9,15,20,3,10
"9",16,22,8,12,17,22,5,11,3,21,5,8,18,6,9,18
"10",22,15,4,17,21,3,15,20,15,19,18,18,14,9,13,15
"11",1,23,19,1,13,11,12,13,18,23,14,23,2,10,6,23
"12",19,16,7,4,20,10,10,15,5,3,11,2,5,15,19,5
"13",2,2,10,10,14,21,19,21,9,6,6,20,8,17,16,16
"14",4,9,3,6,15,7,1,14,2,13,22,15,13,22,7,9
"15",14,21,11,21,16,13,20,8,21,15,21,7,4,21,17,13
"16",13,18,14,15,7,1,4,10,16,2,4,21,10,23,12,1
"17",10,13,17,20,22,15,13,6,4,7,10,17,16,19,4,21
"18",15,5,15,11,19,18,9,19,19,8,19,11,9,3,5,4
"19",3,12,6,19,9,16,22,16,22,10,9,1,20,8,10,2
"20",6,20,21,22,12,6,6,22,8,4,15,12,21,4,18,12
"21",7,17,12,7,4,17,18,7,6,20,17,16,11,5,22,3
"22",23,4,2,23,1,14,3,12,12,12,8,14,6,1,23,22
"23",8,14,5,9,11,2,14,3,11,9,1,5,3,2,2,14
