"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",22,8,14,26,2,18,15,17,14,24,5,24,3,5,18,11,2,20,4
"2",12,24,20,6,16,21,22,22,10,9,6,8,7,6,3,15,5,11,21
"3",24,22,24,19,11,22,8,2,19,25,8,7,18,17,7,24,12,19,12
"4",14,21,8,23,27,11,6,4,11,11,10,14,22,1,27,3,4,7,10
"5",15,7,3,5,10,6,5,6,22,18,11,6,8,3,14,12,22,22,24
"6",5,2,19,15,26,19,2,14,23,21,26,10,9,27,15,18,7,9,9
"7",6,23,16,7,5,17,10,12,17,5,19,21,24,22,13,6,8,23,23
"8",13,26,4,18,4,20,18,24,25,16,23,15,26,7,20,22,24,15,14
"9",17,3,10,10,13,24,27,3,8,26,25,20,20,10,17,10,15,5,20
"10",18,19,27,25,3,15,1,18,2,3,16,5,11,13,19,17,16,3,26
"11",19,16,22,16,9,4,20,5,6,13,21,19,6,26,24,19,6,21,16
"12",25,10,18,20,22,3,17,23,16,15,7,11,25,24,16,9,18,4,22
"13",11,18,9,21,23,12,26,10,15,23,15,25,5,21,6,23,25,12,25
"14",3,12,7,1,7,23,12,9,13,10,4,1,2,23,22,26,17,6,15
"15",7,17,26,4,25,10,25,27,20,22,3,18,12,11,21,5,14,27,13
"16",21,4,15,8,18,9,4,25,26,7,12,26,17,16,23,25,1,14,18
"17",23,14,25,12,21,27,13,13,27,1,18,17,1,2,8,2,21,10,17
"18",20,13,6,11,8,13,23,20,21,17,20,2,15,20,5,4,3,2,7
"19",1,1,17,14,1,14,16,1,1,14,1,13,14,15,1,1,27,17,27
"20",10,5,1,24,12,1,9,26,12,4,27,16,4,18,4,8,13,16,11
"21",8,11,23,9,6,5,7,16,9,20,13,22,23,9,2,21,19,8,6
"22",9,6,21,22,17,26,21,11,18,8,17,3,21,14,26,13,26,26,5
"23",26,9,2,3,24,16,24,8,3,6,14,12,27,12,11,20,9,18,8
"24",27,25,13,2,15,8,11,15,7,27,22,9,10,19,25,7,23,13,2
"25",16,20,5,13,20,25,3,21,5,12,2,23,16,25,10,14,20,24,3
"26",2,27,11,17,14,2,19,7,24,2,9,27,13,8,12,16,11,1,1
"27",4,15,12,27,19,7,14,19,4,19,24,4,19,4,9,27,10,25,19
