"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",5,12,4,6,14,5,4,7,4,11,4,10,13
"2",6,11,12,12,5,4,13,4,13,3,10,13,12
"3",7,4,11,11,7,16,3,1,8,16,3,4,9
"4",14,5,7,8,9,2,5,6,7,6,11,16,3
"5",16,1,9,16,16,8,16,2,1,10,12,8,10
"6",13,16,13,5,8,14,11,8,3,5,7,3,15
"7",12,13,3,10,11,1,15,12,15,15,8,5,7
"8",1,8,16,9,15,10,10,5,16,7,1,6,2
"9",11,7,15,3,12,6,2,14,10,4,15,7,11
"10",9,15,5,2,3,15,6,3,14,9,14,9,5
"11",2,14,14,14,10,12,7,13,6,12,13,15,8
"12",4,3,6,1,13,13,14,10,9,2,6,12,6
"13",3,2,8,7,2,3,9,11,11,13,16,2,16
"14",8,10,1,15,1,9,1,9,5,1,9,1,1
"15",15,6,2,13,6,11,8,16,12,8,5,11,14
"16",10,9,10,4,4,7,12,15,2,14,2,14,4
