"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",21,12,22,17,16,19,7,24,9,18,6,25,9,13,23,21,1,2,13,25,17
"2",6,11,16,4,5,16,6,11,23,20,10,22,26,22,21,9,25,15,10,20,8
"3",15,20,12,19,2,6,10,16,16,4,2,15,19,4,20,24,24,8,11,6,25
"4",2,7,10,25,8,11,11,8,10,6,18,12,7,10,1,8,22,1,1,24,14
"5",4,13,20,21,1,17,25,18,2,2,13,4,15,16,5,13,2,17,12,3,2
"6",14,18,17,8,14,20,21,25,18,10,21,24,11,24,7,6,20,10,3,1,23
"7",12,8,5,9,24,21,24,10,14,25,1,6,20,14,3,26,16,13,8,22,18
"8",18,1,26,26,26,18,17,12,12,1,25,14,23,26,24,3,9,11,16,12,13
"9",13,2,19,10,18,5,14,20,25,3,5,7,3,20,10,16,19,3,20,18,7
"10",3,22,25,7,9,26,16,2,7,11,11,1,25,11,15,18,18,6,17,13,22
"11",19,9,24,5,6,3,9,13,4,17,20,11,2,18,8,23,10,20,6,8,20
"12",17,15,9,24,12,24,12,4,22,26,8,8,6,21,25,14,13,19,25,4,24
"13",11,24,6,20,11,4,20,9,6,22,7,21,12,19,13,4,8,4,9,9,6
"14",25,5,7,12,4,7,22,23,11,9,12,20,22,17,16,12,12,22,23,23,26
"15",24,10,8,6,19,13,19,17,5,23,22,3,10,5,19,11,26,9,21,7,11
"16",23,6,21,22,20,15,18,3,19,16,9,18,18,8,9,19,21,24,4,10,5
"17",16,16,18,16,15,1,4,26,8,24,16,13,24,6,2,1,17,16,26,15,3
"18",5,4,13,11,25,10,2,1,1,13,3,23,5,2,14,2,14,18,15,2,16
"19",10,19,23,15,3,12,23,6,20,21,24,16,4,3,11,17,4,12,24,21,15
"20",7,14,1,1,13,2,26,14,17,7,26,26,8,9,26,20,15,26,14,14,4
"21",8,3,2,14,10,23,3,22,21,15,19,10,21,7,17,15,7,5,5,5,10
"22",1,23,15,18,22,8,15,21,26,19,23,5,16,12,22,7,11,23,7,17,21
"23",26,25,11,13,17,14,1,7,13,8,14,2,1,25,18,25,6,14,2,16,1
"24",20,17,4,3,21,9,5,5,24,5,15,19,17,15,4,10,3,7,18,11,19
"25",9,21,3,23,23,22,8,19,3,12,17,17,13,23,12,22,23,21,22,19,12
"26",22,26,14,2,7,25,13,15,15,14,4,9,14,1,6,5,5,25,19,26,9
