"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",23,5,13,15,18,18,5,8,12,18,2,9,22
"2",15,4,10,3,2,16,3,7,25,6,18,25,9
"3",13,8,8,24,4,1,12,1,5,21,6,14,1
"4",11,12,23,4,25,9,2,18,7,25,12,13,19
"5",5,1,17,1,5,25,19,25,15,19,25,12,15
"6",21,19,4,6,6,10,18,11,20,23,5,8,12
"7",18,25,25,25,24,24,9,6,22,14,10,4,16
"8",10,21,9,17,15,20,15,20,24,22,17,17,24
"9",7,9,20,9,10,15,22,4,21,13,7,19,20
"10",9,6,15,19,22,6,20,10,19,2,15,10,5
"11",8,7,3,8,11,21,8,17,9,15,14,5,6
"12",1,22,24,12,1,19,13,13,10,1,1,18,3
"13",24,11,5,20,8,23,25,19,13,3,11,23,17
"14",22,16,18,5,17,22,14,2,6,8,16,15,11
"15",4,20,16,18,7,5,6,9,3,16,13,22,14
"16",19,10,22,21,14,12,10,14,16,20,23,21,7
"17",20,2,1,10,23,3,17,12,4,11,21,20,23
"18",2,13,11,2,16,4,11,15,17,7,8,1,25
"19",14,3,21,16,13,11,16,21,2,5,4,3,13
"20",12,23,6,11,12,8,7,3,14,4,24,11,18
"21",16,18,14,23,3,14,21,16,8,10,19,6,21
"22",3,14,7,14,20,17,24,5,1,24,22,2,8
"23",17,24,12,7,19,7,23,23,11,17,9,24,4
"24",25,15,19,13,9,2,1,22,23,12,20,7,2
"25",6,17,2,22,21,13,4,24,18,9,3,16,10
