"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,2,8,4,4,15,14,6,7,2,10,16,8,13
"2",9,11,10,13,9,18,18,18,10,1,17,1,18,1
"3",14,12,3,5,11,12,3,5,15,8,16,15,13,6
"4",16,1,4,9,17,14,16,17,13,12,7,9,1,9
"5",7,7,14,10,16,5,5,1,12,3,15,11,3,14
"6",15,4,11,18,10,4,10,14,16,5,6,18,11,18
"7",18,13,1,12,3,1,9,8,6,4,1,10,5,4
"8",13,9,7,15,8,16,4,2,3,14,5,5,7,15
"9",17,3,16,11,1,9,2,11,5,9,13,2,14,11
"10",10,6,15,2,18,17,7,10,8,17,3,13,12,3
"11",8,8,2,6,7,3,11,15,2,15,12,12,17,12
"12",1,5,5,17,13,7,12,7,11,16,14,3,9,5
"13",6,14,12,14,2,8,15,3,14,13,4,14,15,10
"14",11,18,18,8,6,11,13,9,17,18,18,8,6,17
"15",2,16,6,7,14,10,6,13,9,6,2,6,16,16
"16",12,17,13,3,15,2,17,4,1,7,9,4,10,8
"17",4,10,9,1,5,6,1,12,18,11,8,7,2,2
"18",5,15,17,16,12,13,8,16,4,10,11,17,4,7
