"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",13,4,29,16,6,10,20,16,27,4,18,23,4,26,4
"2",24,28,9,25,24,9,15,5,11,8,9,20,11,8,3
"3",23,9,23,18,23,20,9,20,12,18,23,6,8,27,29
"4",22,11,26,9,20,11,26,10,23,23,5,9,17,9,7
"5",9,22,30,20,26,19,19,15,5,21,7,14,29,2,24
"6",26,17,18,23,13,28,12,17,3,27,2,27,16,24,6
"7",2,15,27,26,9,8,4,26,14,25,16,24,22,10,27
"8",18,24,28,3,19,23,5,8,7,5,25,17,21,20,11
"9",20,19,15,15,14,21,30,1,24,6,12,30,27,12,30
"10",16,25,17,12,28,13,2,30,1,26,19,2,1,13,1
"11",11,29,24,8,5,26,27,25,10,17,8,26,9,16,17
"12",1,1,16,1,15,17,1,6,30,22,10,15,10,30,18
"13",28,6,20,6,2,14,17,3,2,15,21,22,18,5,26
"14",8,20,12,4,17,7,13,19,22,19,24,29,7,4,9
"15",21,5,10,2,8,2,18,21,9,29,11,7,28,17,13
"16",12,26,4,17,7,27,10,7,25,28,20,8,15,7,21
"17",3,27,6,7,18,12,22,18,15,2,1,3,19,25,28
"18",25,23,3,30,1,16,28,24,19,20,22,16,25,29,5
"19",30,30,25,21,12,6,14,14,29,13,28,1,26,15,16
"20",14,8,14,24,16,4,29,28,4,3,26,11,14,1,19
"21",29,13,1,13,11,22,3,22,17,1,6,18,3,3,15
"22",6,14,5,22,10,18,25,4,6,14,15,5,6,19,8
"23",15,12,2,11,29,5,11,11,8,12,14,28,23,28,20
"24",19,3,7,27,21,24,23,12,16,24,27,25,2,14,22
"25",10,7,8,19,22,15,7,29,26,16,3,21,24,18,12
"26",5,18,22,14,27,1,24,2,18,30,29,19,13,23,14
"27",17,21,19,28,3,3,6,9,21,11,4,10,5,22,25
"28",27,16,11,5,25,29,21,27,28,10,17,12,12,21,23
"29",7,2,21,29,30,25,16,23,20,7,13,4,20,6,10
"30",4,10,13,10,4,30,8,13,13,9,30,13,30,11,2
